,Time,t3-1,t3-2,t3-3,t3-4,t3-5,t3-7,t20-1,t20-2,t20-3,t20-4,t20-5,t20-7,t37-1,t37-2,t37-3,t37-4,t37-5,t37-7
10,1.0,0.2752966554967717,0.24494659796263096,0.2005130646449346,0.1969749501387767,0.19051990334039437,0.17043560933533408,0.36269415760710183,0.2654312470126121,0.24920498594237672,0.2092041242562252,0.2034251138826258,0.20415590392417013,0.4557106477392634,0.3324132892171556,0.28273596415343744,0.24006143499120253,0.24446783370876557,0.2122181737493147
11,1.1,0.2873876480506522,0.25337861917647925,0.2067098849703712,0.20258211540745483,0.19570220068634275,0.1744618001611431,0.37525743593605454,0.2745320087951204,0.25623566186532903,0.2145203045758583,0.20911046985366874,0.20945476928729564,0.47206922477322666,0.34126470237087014,0.2906259786215275,0.24764045155331132,0.25051086081122625,0.2175362579977794
12,1.2,0.29859919072172747,0.26099606371580814,0.21230202403679588,0.20753263604549788,0.2002918003774775,0.1780133794398659,0.3864507940626394,0.2829091497295432,0.2623654533221032,0.21916977613533578,0.2141949328057639,0.21406978534040827,0.486310661968989,0.3486815484004445,0.29749438029522807,0.2544301142124732,0.25567246183692116,0.22213941683797037
13,1.3,0.30898055185247564,0.2678592023149386,0.21733562336465767,0.21188419886524296,0.20433766019953825,0.18113244661639227,0.39638879692371276,0.29060288911447596,0.2676709939143825,0.2232156751357887,0.21872278074266396,0.2180624564569688,0.49860562448007284,0.35479856555945366,0.30342394654910043,0.26049406451800633,0.26003632378808234,0.22609229467424555
14,1.4,0.31857905387188457,0.2740254341681451,0.22185459935832008,0.21569150514976354,0.20788637785540737,0.1838588823443359,0.4051802596429956,0.2976519183669746,0.27222522377738545,0.22671776748215086,0.22273638003370622,0.22149108808175152,0.5091162153476244,0.35974331745645394,0.3084935197862909,0.2658927755013101,0.2636817331998025,0.22945620133051509
15,1.5,0.32744011487311375,0.2795493522483196,0.22590069422261216,0.2190063402456932,0.21098224268228613,0.18623040199342655,0.41292837912129343,0.3040934314912138,0.2760974694792666,0.22973252813787928,0.22627622365924271,0.22441086185164055,0.5179961779245686,0.36363636465447924,0.3127780934821027,0.270683624263069,0.26668367813981053,0.23228918841548216
16,1.6,0.3356072901911556,0.28448280862563496,0.22951352687937918,0.2218776431560498,0.21366728736887125,0.1882826091569028,0.4197308656267166,0.3099631555471465,0.27935352392051616,0.23231322047967465,0.2293809694560698,0.22687391071642665,0.5253910982997617,0.36659143627053803,0.3163488982275681,0.27492096456045717,0.26911295020824777,0.23464612568788362
17,1.7,0.3431223139804968,0.2888749797862087,0.23273064388403386,0.224351576133059,0.21598133967253075,0.1900490491589042,0.4256800743849003,0.3152953811191616,0.28205572623336106,0.234509975652202,0.23208747836285834,0.22892939405960375,0.5314386077221464,0.3687156015751097,0.3192734877730205,0.27865619939434255,0.2710362465374435,0.23657877742173092
18,1.8,0.3500251407927801,0.29277243195076685,0.23558757034210695,0.22647159427097874,0.21796207413648055,0.1915612625618638,0.4308631371692256,0.3201229927847432,0.28426304168116473,0.23636987192281123,0.23443085266558336,0.23062357281916554,0.5362685850249047,0.37010944159164105,0.32161582507166614,0.28193785359649143,0.27251627179169075,0.238135878771551
19,1.9,0.35635398715446553,0.2962191863933076,0.23811786082579858,0.22827851509892255,0.21964506380696047,0.19284883867390035,0.4353620938910383,0.3244774995831295,0.2860311415578277,0.2379370140362576,0.23644447424295392,0.23199988460840212,0.5400033590496132,0.3708672206960426,0.3234363683231565,0.2848116464167722,0.2736118401670223,0.23936321213762685
20,2.0,0.362145373144492,0.29925678475976464,0.24035315029052878,0.22981058817368405,0.22106383195041068,0.1939394690562109,0.4392540241898706,0.3283890654839707,0.28741248308718803,0.2392526125694224,0.23816004281184314,0.23309901883669654,0.5427579110703954,0.37107705821618586,0.3247921570171599,0.2873205641103602,0.27437797739098624,0.2403036835312386
21,2.1,0.36743416397193895,0.30192435438667165,0.24232320499148874,0.23110356467256055,0.22224990377064768,0.19485900103046333,0.4426111790236601,0.3318865398559884,0.2884563893224213,0.2403550632860333,0.2396076141727179,0.2339589918303214,0.544640077218077,0.3708211000313988,0.32573689797693395,0.2895049325249419,0.2748660227224222,0.240997398939904
22,2.2,0.37225361155368747,0.30425867361982517,0.2440559734001914,0.2321907669861769,0.22323285812604088,0.1956314911861884,0.44550111225897104,0.3349974879356341,0.28920912904544116,0.24128002649138494,0.24081563845506895,0.23461522195323556,0.545750750904339,0.37017569017196317,0.32632105140289736,0.2914024896879188,0.2751237309512367,0.24148174069261955
23,2.3,0.37663539609208224,0.30629423713294884,0.24557763712102276,0.23310315831130984,0.22404037924668851,0.19627925888817227,0.44798681226121345,0.3377482212957476,0.2897139966662997,0.24206050638705967,0.24181099836284045,0.2351006047278807,0.5461840852458721,0.3692115424186109,0.3265919169162016,0.29304845839361227,0.2751953743981792,0.24179144382510112
24,2.4,0.3806096676525925,0.3080633212463568,0.24691266180779245,0.23386941224371138,0.22469830845159428,0.1968229397838491,0.45012683348486465,0.3401638283142161,0.29001139212258775,0.24272693042564808,0.2426190474198602,0.23544558795597764,0.5460276954885304,0.36799391190202035,0.32659371960230377,0.29447561879046724,0.275121844914618,0.24195867244502461
25,2.5,0.3842050877414741,0.30959604924561773,0.248083848080285,0.23451598237093318,0.22523069586584304,0.1972815393106932,0.45197542806368834,0.3422682046426324,0.2901389007788351,0.2433072286654692,0.24326364821526925,0.23567824683932354,0.5453628614314854,0.3665827667023131,0.3263676960545376,0.29571438096825725,0.2749407558823157,0.24201309609726732
26,2.6,0.3874488708834308,0.31092045670021806,0.2491123824408104,0.23506717186515014,0.22565985213777762,0.1976724862036115,0.4535826774009553,0.34408408367495413,0.29013137332591077,0.24382691312529145,0.24376721064895188,0.23582435910058783,0.5442647298513796,0.3650329594485502,0.32595218041768625,0.29679285754528795,0.2746865442132055,0.24198196612914805
27,2.7,0.39036682619927515,0.31206255678222605,0.25001788819075554,0.23554520307598464,0.22600640015617474,0.1980116860023362,0.4549946237596637,0.34563306701616187,0.2900210056804238,0.2443091571390529,0.2441507301769656,0.2359074801041094,0.5428025169264814,0.36339439891822917,0.32538269043155377,0.297736936255602,0.27439057234916675,0.2418901920556683
28,2.8,0.3929833989835912,0.31304640558495556,0.2508184763471344,0.23597028712333024,0.22628932676742136,0.19831357455881668,0.45625340185275903,0.3469356549509184,0.28983741888412323,0.24477487471058199,0.24443382605697064,0.23594901797669268,0.5410397106608377,0.36171222163677985,0.3246920134745377,0.29857035253618286,0.27408123026180053,0.24176041792475295
29,2.9,0.3953217122823949,0.31389416744162923,0.2515307965591398,0.23636069349017552,0.22652603449269082,0.19859117154461228,0.4573973704333545,0.3480112769122269,0.28960773900329795,0.2452427998683181,0.24463477959366028,0.23596830872840474,0.5390342733084286,0.360026963477062,0.3239102926072005,0.2993147621141596,0.2737840374522059,0.24161309868249128
30,3.0,0.3974036084707959,0.314626180244043,0.25217008802469354,0.2367328196154284,0.2267323932451194,0.1988561339582846,0.45846124388495135,0.3488783219500898,0.2893566770281782,0.245729566020032,0.2447705723841905,0.23598269137337147,0.5368388437973215,0.3583747312588601,0.3230651126158419,0.2999898135940108,0.2735217449507558,0.24146657653837744
31,3.1,0.39924969083065975,0.31526102076122886,0.2527502304069981,0.23710126048673968,0.226922792046982,0.19911880963279005,0.4594762238116587,0.3495541692001675,0.28910660877233496,0.24624978530754627,0.24485692456360986,0.2360075830505744,0.534500940153825,0.35678737434838215,0.32218158605607083,0.30061322104476895,0.273314437316872,0.24133715733055155
32,3.2,0.40087936512826805,0.3158155699581195,0.253283794751087,0.2374788782333272,0.22711019074686906,0.1993882907428718,0.4604701306284146,0.35005521835243714,0.2888776547720804,0.24681612796145616,0.24490833305028933,0.23605655414464727,0.5320631619266415,0.35529265625775397,0.3212824392963774,0.3012008365872248,0.2731796346388019,0.24123918689104012
33,3.3,0.40231088119198105,0.3163050783142112,0.2537820944003759,0.23787687171879957,0.22730617173686224,0.1996724673124526,0.4614675351512051,0.35039692011985113,0.2886877601858686,0.24743940165585002,0.2449381097913524,0.2361414034066726,0.5295633926110238,0.3539144262445173,0.320388098561705,0.30176672298113155,0.273132394533394,0.24118512741099743
34,3.4,0.4035613744898988,0.3167432311422279,0.25425523591321364,0.23830484613398029,0.22752099166971101,0.19997808072202727,0.46248989018728504,0.35059380670699575,0.28855277469369583,0.24812863086302964,0.2449584200081046,0.23627223307497838,0.5270350020729258,0.35267279091112536,0.3195167759770218,0.30232322621240926,0.2731854141458736,0.24118563380594576
35,3.5,0.4046469077075225,0.31714221390678515,0.25471216997943313,0.23877088258973145,0.22776363317600884,0.20031077721605445,0.46355566212539867,0.35065952227875,0.28848653239650024,0.24889113620823117,0.24498032044146353,0.2364575239959346,0.5245070489731594,0.35158428580444023,0.3186845556108942,0.30288104808034905,0.2733491321496184,0.24124963008101669
36,3.6,0.4055825123254161,0.3175127775430534,0.25516074233690195,0.23928160770977802,0.22804185658136922,0.20067516141034986,0.46468046252599904,0.3506068534289444,0.288500931715563,0.24973261382434514,0.2450137975973891,0.23670421074474968,0.5220044831915468,0.3506620470152284,0.3179054795190568,0.30344931878481735,0.2736318307459353,0.24138438569619133
37,3.7,0.40638223019686764,0.31786430377542174,0.2556077446880739,0.23984226322353147,0.22836225162360219,0.2010748497994781,0.465877179711469,0.3504477596490192,0.28860601529190827,0.2506572147066377,0.24506780599231265,0.23701775674626743,0.5195483482510737,0.34991598277765845,0.31719163378798587,0.3040356695134604,0.2740397376638345,0.24159559193154176
38,3.8,0.40705915512555146,0.3182048704361619,0.2560589656165393,0.24045677555891354,0.2287302891698908,0.20151252426414515,0.46715611035634114,0.3501934037966835,0.28881004988570336,0.25166762406747045,0.24515030639856758,0.23740222939576347,0.5171559837420453,0.34935294506879666,0.3165532345784715,0.30464630502890827,0.27457712815980717,0.24188743825247136
39,3.9,0.4076254744431885,0.3185413167840915,0.2565192415035764,0.2411278254351808,0.22915037293396612,0.20198998557859107,0.46852509107751733,0.349854182564574,0.2891196062756594,0.25276514069102163,0.24526830408981867,0.23786037517974182,0.5148412277462397,0.3489769012081032,0.31599871416918784,0.3052860762559793,0.27524642701760027,0.24226268867495582
40,4.0,0.4080925105872087,0.31887930882323823,0.25699250744470203,0.24185691745574783,0.22962589119328547,0.20250820691798202,0.46998963002449046,0.3494397569489129,0.2895396391584316,0.2539497562880063,0.24542788708649216,0.2383936947967313,0.5126146192610601,0.34878910545693065,0.3155348070002675,0.3059585528688844,0.27604831054799245,0.24272275813078376
41,4.1,0.4084707626784121,0.3192234046215035,0.25748184816622244,0.24264444970101184,0.230159268506207,0.20306738736580288,0.4715530384695625,0.348959082718168,0.29007356704801945,0.2552202348503967,0.24563426440120592,0.23900251827808264,0.5104836006236907,0.34878827061801804,0.315166635716872,0.30666609587843147,0.2769818085885696,0.2432677888327981
42,4.2,0.4087699480986304,0.3195771196293256,0.25798954894178505,0.2434897833211761,0.23075201742916673,0.2036670054212496,0.4732165623980673,0.34842044088170976,0.29072335217516687,0.2565741920061433,0.24589180428419902,0.2396860801087647,0.5084527199352493,0.3489707396349888,0.3148977972127639,0.3074099302192291,0.2780444065035015,0.2438967266401359
43,4.3,0.4089990440683887,0.3199429919983439,0.2585171465089279,0.24439131212907378,0.23140479023385463,0.20430587250662147,0.4749795140985888,0.34783146815847094,0.2914895803867632,0.2580081743738953,0.24620407246876094,0.24044259434816087,0.5065238334849427,0.3493306571918471,0.31473044867387934,0.3081902173368917,0.27923214718331724,0.24460739742347026
44,4.4,0.409166329224567,0.3203226479000624,0.2590654799856318,0.24534653219299224,0.2321174306243904,0.20498218647471378,0.4768394037531818,0.3471991874456055,0.29237154104524277,0.25951773891772056,0.2465738704166632,0.24126932975086635,0.5046963081742194,0.34986014131247467,0.31466539362190027,0.309006127775243,0.2805397330446799,0.24539658343024984
45,4.5,0.4092794251980606,0.3207168668445137,0.259634741786871,0.24635211142949742,0.23288902545450085,0.20569358511621005,0.4787920710275923,0.3465300382871465,0.2933673069279856,0.26109753230182653,0.2470032735635873,0.2421626848874843,0.5029672239409227,0.35054945496012585,0.3147021679578249,0.30985591376352106,0.28196062803016436,0.24626009964994097
46,4.6,0.4093453381914433,0.32112564699892227,0.26022452854116385,0.24740395919625607,0.2337179564446949,0.20643719966707458,0.4808318166614788,0.345829907342665,0.29447381412671825,0.2627413702452812,0.24749366956455604,0.243118263265422,0.5013315761834479,0.3513871776369262,0.3148391260055415,0.3107369818035823,0.2834871596080325,0.24719287017926855
47,4.7,0.4093705005566277,0.32154827050636836,0.2608338920071238,0.24849729588486213,0.23460195189944077,0.2072097083159447,0.48295153405862984,0.3451041588559292,0.2956869419469128,0.26444231687673336,0.2480457965393626,0.24413094844968897,0.49978247818489274,0.35236037698336803,0.3150735265554003,0.31164596525710536,0.28511062077200733,0.24818900458745405
48,4.8,0.40936081237252714,0.32198336880445166,0.2614613899900101,0.2496267225136578,0.2355381384243419,0.20800738971152277,0.4851428408771866,0.3443576651235629,0.29700159280718824,0.2661927640891325,0.2486597813180006,0.24519497918369162,0.4983113635372136,0.35345478037780664,0.31540161890778357,0.312578796932796,0.2868213720410513,0.24924187428146055
49,4.9,0.4093216830561546,0.3224289879701678,0.2621051372795165,0.2507862903407375,0.23652309266236737,0.20882617648680915,0.4873962106590794,0.3435948369919571,0.29841177216270337,0.2679845109158691,0.24933517770627203,0.2463040245298538,0.4969081886063061,0.3546549465645949,0.3158187289423507,0.3135307816989477,0.28860894348223914,0.2503441888913851
50,5.0,0.4113621282517051,0.324694884042499,0.26481260400036577,0.2538053727263342,0.2393557231576719,0.2114110268944007,0.49198659470824957,0.3449818785431299,0.30214978411927523,0.27166938258902296,0.25211180225348623,0.2493375159137802,0.49790112584914265,0.35805415485053027,0.3186724407875904,0.31684432088809156,0.29274864436459946,0.2536943649785302
51,5.1,0.41147439204508485,0.3252409628854919,0.26536792201441634,0.25479915372215345,0.2402721910743933,0.21203732541042503,0.49397130368035647,0.3441385961697338,0.30368608707355915,0.27337292505264177,0.2529116572825553,0.25017050032123844,0.49596855885022095,0.35900951614758386,0.3190490119792159,0.31763183263748573,0.2943461987571533,0.2550549693416546
52,5.2,0.4109102903216017,0.3255050916944588,0.26540715660732495,0.2557831024229432,0.24108987046125963,0.21272209561910946,0.49577343385359246,0.3432637713364283,0.3053225804141058,0.27495312969073504,0.25346509556958474,0.2510453821201563,0.4939561552431055,0.3598225034754108,0.3195523763794203,0.31836198729821125,0.2959020994175921,0.25613823037696853
53,5.3,0.4104726578524677,0.32567080981935537,0.26549999772886473,0.25674324957727807,0.2419309939203047,0.21319947195506161,0.4978139074368299,0.3422891308845493,0.30671655175851564,0.27647138013202344,0.25400174880923293,0.2519389760374326,0.49155662065622274,0.36040548640838016,0.31999741274413845,0.31890434281693664,0.297396957273402,0.25731147905760154
54,5.4,0.4099203597261707,0.32578465674866575,0.2657684460476798,0.2577053724099004,0.2426693498450328,0.21361122955852238,0.5000265603329264,0.3414060020718781,0.307929939142982,0.27820029484217107,0.2546648498166761,0.2528290432864901,0.48875382555027014,0.36085868219872896,0.320608723440802,0.3192510734216805,0.2990741557335152,0.258366184240399
55,5.5,0.4092750109342116,0.3260254241400592,0.2660045185062207,0.2585590903701248,0.2434861525805636,0.2141013026729021,0.5021569193450541,0.34023397982780307,0.30934437990211083,0.2795739493749346,0.25552381052202766,0.25354335506604336,0.4859925478294098,0.36126778538077137,0.32107734968492874,0.31954232322192166,0.3008639179380988,0.25923456509292925
56,5.6,0.40861050744822114,0.3261314893677466,0.26619081531253364,0.2593465891656689,0.24424242233318078,0.21456959160675865,0.5036219955216444,0.3393051437750696,0.3107272598827485,0.28093560351326147,0.2562319002697497,0.25444969178425486,0.48358955780949575,0.36192295392767326,0.3213545402624721,0.320294200449027,0.3022759677668486,0.2599355983319377
57,5.7,0.4077921546634951,0.3262149212551288,0.266381341205106,0.26008272945905264,0.24500704447280677,0.21486590285141954,0.5051295230295266,0.3383307220306279,0.3117561357007544,0.28232514617682386,0.2569426404807224,0.2554587668153845,0.48125081199641206,0.3622218269044555,0.32140749481352315,0.32077636034007206,0.30391144273697535,0.2603898946085286
58,5.8,0.4069681239186411,0.3259632082585274,0.2665808613216227,0.2607595228007898,0.24574782315831784,0.2152188525761711,0.5067639170854799,0.3373484081634601,0.3128706315431859,0.28345084346453453,0.25770256091621724,0.25570065619061594,0.4791050479431164,0.3626076105339147,0.32158906357214984,0.32084317676167023,0.3053267787013457,0.26104704881449636
59,5.9,0.40598892133156717,0.3257119159349224,0.2669312424920108,0.2613705957506121,0.24645633815452966,0.2153240840396621,0.5081635256313374,0.3364015775935135,0.31406003819528244,0.2844878414828102,0.2587743962859973,0.2561843533906143,0.4763039755399012,0.3632275120854777,0.3221974813024587,0.32091520648977034,0.3067356186990032,0.261507276906125
60,6.0,0.4045656755434516,0.32533628342590637,0.26706443421870174,0.26198130230810535,0.2472914571411575,0.21544016049155976,0.509845995422127,0.3353652526552059,0.31547764980827553,0.2856646621676662,0.2596921909427196,0.25684050777551487,0.4734137591308106,0.36388985769747956,0.322503261731884,0.3208146699249944,0.3077571122535254,0.26160790989631505
61,6.1,0.40326777451399376,0.3250642348475382,0.2671733045334709,0.2625569773225346,0.24830788560303232,0.21566441228333652,0.5113097520289493,0.33432448706441603,0.31709494059971954,0.2867287024360698,0.2605791797185409,0.2573998996629427,0.4706492136566895,0.36442398309588697,0.32293591236816915,0.32086489528131595,0.3086727732094713,0.2620503697837609
62,6.2,0.4026219213680342,0.32468434365866156,0.2673585686799804,0.2629254176899854,0.24935527943699518,0.2160891399887676,0.5127563544255808,0.3329994295788735,0.3186213088095427,0.28750340782363293,0.26164812787713043,0.2578948313580545,0.46766802350893466,0.3646366142979887,0.32311866440107595,0.3213131272813975,0.30972550694946116,0.26232996509526435
63,6.3,0.40233620828796185,0.3240023021695801,0.2675176042059788,0.263486129154915,0.25016294350307017,0.21646911508925715,0.5142131468813194,0.33187266089887224,0.3203175619751077,0.2884339855391905,0.2627309745977468,0.2583072547925611,0.464853313833202,0.36483927510480957,0.3234435670975429,0.32127406442361023,0.3107856822902254,0.2627213438654392
64,6.4,0.40164000592803095,0.3235733176443866,0.26785798275523853,0.26380250814153927,0.251183905477415,0.21669671502710572,0.5157671297328555,0.3308589039829968,0.32157324040835733,0.28949350225932924,0.2636342730226499,0.2588315370996119,0.46218289474517094,0.36536220098522915,0.3240501710458794,0.32125993493684296,0.31222633056935795,0.26266340673617494
65,6.5,0.4016130900835912,0.32320322446922106,0.26811147369917304,0.26435113567767693,0.25201082623860577,0.21715413566914787,0.5169170241798938,0.3299883614513816,0.3229069163265787,0.2904961852585903,0.2647518872571057,0.25970906823996154,0.46006022856194223,0.3656243045474131,0.3241948640664604,0.3214575716621027,0.3132275863445044,0.2627356512505051
66,6.6,0.40182416492682044,0.32294107566581365,0.2684782423749716,0.2649380593927713,0.2529006397048516,0.21766027449246525,0.51775708955591,0.3291759276918696,0.3242662633741914,0.29142075531997785,0.26603739597668424,0.26053379471799126,0.4579909394546326,0.36564576689801254,0.3244681043051224,0.3216822098191469,0.3138118218666337,0.2630951156531822
67,6.7,0.40211769340709697,0.3228430688944285,0.26869033003457,0.2651689086825416,0.2537602598038891,0.21811650316093814,0.5189948048272561,0.3282828430137461,0.3257501876372637,0.2923725914428084,0.2673500578792422,0.26137140625065897,0.4567948210311009,0.365640380975407,0.3249588687872053,0.32207078241234705,0.314381208106951,0.26290210527658053
68,6.8,0.40277932505382674,0.3229383719605164,0.26918033224186844,0.26532211162755204,0.25472136833236886,0.21843062095259727,0.519834046890512,0.32763522854227994,0.32727368506478044,0.29323397240161614,0.26856889311538723,0.26195050010285026,0.45517503537690235,0.3656041031869077,0.3253636317133359,0.3222395671615827,0.31491552615118285,0.2628305730584687
69,6.9,0.4038175375337899,0.3230328588579476,0.2697244669557418,0.26535885237631035,0.2555193604335649,0.21892019175009994,0.5202967455072931,0.3271733726195062,0.3288360367656371,0.2938661637967787,0.26999737941643737,0.2624846489821994,0.453589862736948,0.3654811346788444,0.3261079568550017,0.3219676087734032,0.3152583784104467,0.2628060162766251
70,7.0,0.40489039859963877,0.3229994105369477,0.2703069364190884,0.2654664461437871,0.25659166089597735,0.21959569388963082,0.5208077357939825,0.3266461102364524,0.330243298038414,0.2943221912079559,0.27125237992071155,0.26333155281183046,0.4518409946240293,0.3652503094782596,0.3266799324202006,0.32172839455670277,0.31563137985696776,0.262502410563608
71,7.1,0.4059026597715597,0.32308123275837497,0.2711946722817138,0.2655534530724158,0.2574964951372639,0.21982056558523239,0.5211849213603896,0.32608048625091196,0.33154974112819063,0.29468809298341553,0.2724569548862204,0.2640496168781321,0.45054843642419795,0.3650435524497176,0.3272431177582787,0.32184292360975314,0.31604741953031484,0.26240566690374584
72,7.2,0.406908247215803,0.3233115712365614,0.2720030539947593,0.2655008286034268,0.2584073825210709,0.22021795754767523,0.5216309945395053,0.3256911618460416,0.33256182444708815,0.2948498392070303,0.2735820295021904,0.26476118396554965,0.44954318246758024,0.3650876665691292,0.32793973618286154,0.32162198066904013,0.31614324417351286,0.26210321836539113
73,7.3,0.4078850128861542,0.32363279679483314,0.2728050293531568,0.2653511465903119,0.2592195417508193,0.22109946895861596,0.5222686507953388,0.3254937581812944,0.3336733713774906,0.2951911813105059,0.2748306051825733,0.26533230863907764,0.4488682251337853,0.3647041654982106,0.32863738003377535,0.32152703912487185,0.3165543737892288,0.2619894472801189
74,7.4,0.40909884797558177,0.3237153811214936,0.2735273271893018,0.26514974999535834,0.2602667552241884,0.2214973852169473,0.5228686518435003,0.32520746696728897,0.3347056904906215,0.29531608568226203,0.27589427592113874,0.26575137932680293,0.4480578150865583,0.3645635239602653,0.3291478318541388,0.32124648430691916,0.316906271640467,0.26214249143594576
75,7.5,0.4100112354931371,0.3237331672466001,0.2743073879433031,0.26502709789764883,0.26120663894488594,0.2222038379851473,0.523755262945784,0.32490320671440676,0.33563013131985514,0.2953465111275533,0.27702696808969024,0.2661463651377682,0.4462227733533333,0.36447219381358975,0.3296256014046793,0.3210556308227563,0.3169355987423691,0.2621800768088764
76,7.6,0.4114711932805975,0.32400859879233684,0.2748966562239021,0.265003595051393,0.26210349939488636,0.22304547747999648,0.5240031085666407,0.32455211828236574,0.33646224787651235,0.2955383997633844,0.27805636293088387,0.2666061385201642,0.44447541275816704,0.3641440116396256,0.33021180168494674,0.32086735320252313,0.3170777596707113,0.26231036276229985
77,7.7,0.41308389335540313,0.3241371051300815,0.2759066304028767,0.26494956333532876,0.26295191990185524,0.22369330734986848,0.5242875358855493,0.3240465166517212,0.3371859625712334,0.2957276474896404,0.2792323078395782,0.26667706728398355,0.4434038779806628,0.3637877313615423,0.3307149406293549,0.3206416374085014,0.3172355979937335,0.26233274553379254
78,7.8,0.41511015893918685,0.3244828425791673,0.27680484097787733,0.26491651066242,0.2637105432331639,0.22439924273640394,0.5244464902115799,0.32391820922156767,0.33786471829837644,0.29593220886452637,0.28056752538814395,0.26700112155424766,0.4419486505132688,0.3635892858576629,0.33145542194763034,0.32059281100388537,0.3174473750564559,0.26178739725532896
79,7.9,0.41705440862409454,0.32506224114543203,0.2778223244102688,0.26488235121185244,0.26416202296802155,0.2250007157135869,0.5244649865794623,0.3236518151639692,0.33867850438813674,0.2960929143028486,0.28183687461437246,0.26710068116586316,0.4410030319131306,0.3632632017471058,0.33192898985350444,0.32068532076482276,0.3176594958484911,0.2614150628991351
80,8.0,0.4193545821022298,0.3257791815857764,0.2786836388261531,0.2648291763637767,0.2646952990553206,0.2253832187555435,0.5241871433570056,0.32328705431278193,0.3395773911480385,0.2961260153660897,0.2831486536068875,0.2674444974411368,0.4400751825077216,0.36312011925280135,0.33227276359586183,0.3208801611954019,0.317536517230961,0.26099352468528586
81,8.1,0.4216026482036342,0.3264871602649118,0.2795471531282924,0.2647947803443529,0.26516963927609544,0.2259517899630753,0.5239704844623058,0.3229936844709005,0.3403278187721907,0.2963382583040137,0.28446869091502586,0.2677000820932941,0.43919943859161953,0.3633478808526977,0.3327038948192498,0.3207654512712673,0.31714470860732524,0.26077123677732783
