,Time,t3-1,t3-2,t3-3,t3-4,t3-5,t20-1,t20-2,t20-3,t20-4,t20-5,t37-1,t37-2,t37-3,t37-4,t37-5
434,43.4,0.4506705,0.4331438,0.3311328,0.3083071,0.2896087,0.5502426,0.3939368,0.3379909,0.330006,0.3473724,0.4864108,0.4294894,0.3897305,0.3576735,0.3735114
435,43.5,0.4522836,0.4207066,0.3260821,0.3091324,0.2814192,0.5652082,0.3795357,0.3303494,0.3162477,0.3518964,0.4717715,0.4505561,0.3909699,0.3597191,0.3741855
436,43.6,0.4278366,0.4222621,0.3273433,0.310011,0.2930769,0.5839535,0.3688855,0.3307807,0.3178071,0.3369158,0.4791052,0.4516543,0.3750592,0.3579952,0.3772288
437,43.7,0.4347497,0.4322045,0.3292351,0.3052993,0.2987705,0.591023,0.3860121,0.3177168,0.3364912,0.3381809,0.4997092,0.4516761,0.3917727,0.3711809,0.3817164
438,43.8,0.44507,0.4212301,0.3201321,0.3062695,0.3019739,0.5668569,0.3712297,0.3318669,0.3276515,0.3432438,0.5026276,0.4513238,0.3755784,0.3596574,0.4095571
439,43.9,0.4319466,0.4311207,0.3227403,0.3022894,0.2860774,0.5740531,0.3649915,0.3341896,0.3284144,0.3476049,0.5015126,0.4532413,0.3789527,0.3572621,0.3942988
440,44.0,0.4374759,0.4346009,0.327409,0.3068778,0.3038109,0.5721765,0.3660483,0.342744,0.342965,0.3506003,0.5028608,0.4578575,0.3703323,0.3740177,0.391023
441,44.1,0.4235309,0.4225858,0.3254007,0.3053959,0.3057979,0.5937386,0.3615575,0.3338788,0.3476375,0.3544955,0.5036458,0.4397673,0.3684528,0.3667372,0.3766739
442,44.2,0.408266,0.4257762,0.328349,0.305527,0.3055037,0.5788831,0.360902,0.3475041,0.3490494,0.3462079,0.5062363,0.4455974,0.3565703,0.3593739,0.3708235
443,44.3,0.4123483,0.427356,0.3257975,0.2998396,0.2928403,0.5648725,0.3561595,0.3530922,0.3376553,0.3302905,0.5033323,0.4480056,0.35888,0.3723064,0.3850168
444,44.4,0.4094427,0.4170333,0.3334101,0.3067468,0.2902175,0.5319144,0.3473566,0.3563698,0.3432977,0.3468246,0.5003051,0.4549642,0.3753375,0.3880361,0.3738425
445,44.5,0.4023408,0.4268185,0.3377225,0.3098935,0.2926921,0.5389703,0.3764313,0.355893,0.3370576,0.3422696,0.4903032,0.4375617,0.3828682,0.3873508,0.3779427
446,44.6,0.4057191,0.4110347,0.3383357,0.3053878,0.29962,0.5398285,0.3798428,0.3492125,0.3372717,0.3407896,0.4845397,0.4487331,0.3711655,0.3753213,0.3970876
447,44.7,0.4235339,0.4389588,0.3370335,0.3017485,0.2971836,0.5353033,0.3724964,0.3435833,0.3330027,0.3367925,0.4973936,0.4465445,0.3838051,0.3673846,0.4242063
448,44.8,0.419454,0.4276993,0.3380204,0.3035065,0.3111399,0.5555076,0.3822384,0.3378627,0.3247106,0.3333547,0.4890991,0.4414749,0.3916701,0.373814,0.4200854
449,44.9,0.4318353,0.4410236,0.3520569,0.3104871,0.3135387,0.549878,0.3802846,0.3398969,0.3301102,0.330773,0.4802795,0.440232,0.3964627,0.3587244,0.4202795
450,45.0,0.4256603,0.4339132,0.3565781,0.3085319,0.3081207,0.5618464,0.3809067,0.345841,0.3354889,0.3363175,0.5032427,0.4503813,0.3866943,0.3636575,0.4304841
451,45.1,0.4352551,0.4133116,0.3458374,0.3040449,0.3034829,0.5727531,0.3685975,0.3585705,0.3276728,0.3286311,0.4771636,0.4523521,0.3737415,0.3593948,0.4163458
452,45.2,0.4292458,0.4071299,0.344348,0.3046373,0.3056842,0.5714577,0.3862585,0.3427336,0.3346884,0.3329485,0.4680865,0.453322,0.3712679,0.365496,0.416571
453,45.3,0.4278278,0.4207111,0.345396,0.3032853,0.3091899,0.568721,0.3828761,0.3468299,0.3350846,0.337952,0.4814523,0.446833,0.3821512,0.3506409,0.4130602
454,45.4,0.4123238,0.4192403,0.3420026,0.305203,0.3008556,0.5665373,0.3884752,0.3436172,0.332661,0.3332522,0.4740922,0.4318734,0.3672908,0.3616113,0.4208528
455,45.5,0.4104833,0.4317749,0.3424796,0.3022005,0.3126822,0.5697035,0.3679238,0.3350359,0.3350601,0.3413877,0.4659407,0.4399032,0.3664037,0.3728867,0.3994941
456,45.6,0.4088802,0.4263749,0.342979,0.3014702,0.2998982,0.5590311,0.3845446,0.3310641,0.3403134,0.3337259,0.484789,0.4598297,0.3522824,0.3751664,0.3977453
457,45.7,0.4010658,0.4220587,0.330421,0.3056596,0.2908564,0.5669431,0.3844469,0.3232564,0.3268007,0.3242096,0.4744828,0.4528913,0.3535227,0.3800141,0.4115539
458,45.8,0.4223756,0.4134877,0.33492,0.308329,0.3031637,0.5696798,0.3911527,0.3206307,0.3351582,0.3388011,0.4819961,0.4562999,0.3727895,0.3739872,0.4300037
459,45.9,0.4352496,0.4272558,0.3298633,0.3022212,0.3146593,0.5786951,0.365348,0.328433,0.3357539,0.3340055,0.478119,0.463332,0.365637,0.3646531,0.418431
460,46.0,0.4346958,0.4135787,0.3378314,0.3043073,0.3070478,0.5881939,0.3680423,0.3261447,0.3430143,0.3353537,0.4557773,0.4630178,0.3600826,0.3687086,0.4096451
461,46.1,0.4331999,0.4125919,0.3362703,0.3178329,0.2970991,0.6182014,0.3668596,0.3209624,0.3383221,0.3436291,0.4726376,0.4519724,0.3629695,0.3645462,0.4132276
462,46.2,0.4389872,0.4253543,0.3323943,0.3208893,0.3017294,0.6029583,0.3770404,0.3272494,0.3373752,0.3397255,0.4917293,0.4739374,0.3542004,0.3537382,0.4260612
463,46.3,0.4330345,0.4249041,0.3312837,0.3159778,0.3109925,0.6370662,0.3737535,0.3299632,0.3351434,0.3500567,0.4927875,0.4570883,0.3630143,0.357655,0.4337685
464,46.4,0.4518729,0.4299895,0.327481,0.3071163,0.3054318,0.6526898,0.379076,0.3392056,0.3382413,0.3427081,0.4742116,0.4648135,0.369046,0.3494935,0.4561502
465,46.5,0.4468075,0.4156926,0.3328684,0.3068572,0.3013002,0.6377648,0.3778857,0.3246987,0.3349257,0.3393066,0.4725009,0.4549124,0.3677559,0.3618596,0.4303005
466,46.6,0.4395365,0.4238887,0.3259504,0.3274758,0.3102469,0.6305347,0.3787754,0.3306404,0.3307045,0.3454028,0.4928133,0.444597,0.3643498,0.3563539,0.430223
467,46.7,0.4471612,0.4095233,0.3243425,0.3173971,0.2830895,0.6262436,0.3838627,0.3208144,0.3409522,0.3506439,0.4874942,0.4435161,0.3704934,0.3528134,0.4478055
468,46.8,0.4356161,0.4009368,0.3190286,0.3070453,0.2865718,0.6382153,0.3838734,0.3360851,0.3405066,0.3504746,0.4857868,0.4436778,0.3939825,0.3491472,0.4382915
469,46.9,0.4488494,0.4062931,0.3193707,0.3224083,0.2914149,0.6446382,0.3732801,0.3348387,0.3480414,0.3453799,0.4763437,0.4547966,0.3751106,0.3542922,0.4411966
470,47.0,0.440691,0.4033782,0.3131444,0.3160614,0.2883595,0.6542185,0.3630776,0.3256049,0.3319245,0.3477127,0.4730951,0.476496,0.3612074,0.3591151,0.4240762
471,47.1,0.452826,0.4061421,0.3340867,0.3181112,0.3000045,0.6477323,0.372914,0.3242376,0.3283603,0.3467523,0.4727272,0.4782789,0.3738692,0.3474278,0.413639
472,47.2,0.4519061,0.3952672,0.3303125,0.3125731,0.2939394,0.6423979,0.3629279,0.3224444,0.3259483,0.3607611,0.4637824,0.4658956,0.3736082,0.3592215,0.4271988
473,47.3,0.440981,0.3918478,0.3252431,0.3055781,0.2945733,0.6540089,0.3584493,0.3279905,0.3474306,0.3563057,0.4506768,0.4536806,0.3742159,0.3597322,0.3937442
474,47.4,0.4482,0.3971326,0.3331243,0.3005861,0.291439,0.6383244,0.3621172,0.3326268,0.3272724,0.3486534,0.4483029,0.4373703,0.3676732,0.3729078,0.4144618
475,47.5,0.4672832,0.4020419,0.327733,0.2988621,0.2795524,0.6437598,0.3812027,0.318879,0.3389753,0.3540958,0.4482699,0.4555539,0.3853479,0.3558108,0.4263735
476,47.6,0.4719157,0.3936915,0.325917,0.3017167,0.2815733,0.6359641,0.3591919,0.33784,0.3430199,0.3580425,0.450982,0.4814013,0.4062689,0.3609271,0.4135519
477,47.7,0.452553,0.4084315,0.3264181,0.3178662,0.2917885,0.6333117,0.361805,0.3333802,0.3374758,0.3573766,0.4475263,0.469707,0.3869468,0.3702387,0.4074445
478,47.8,0.4255045,0.4035908,0.32614,0.3000879,0.2871375,0.6614705,0.3604765,0.3381238,0.3356708,0.3564905,0.4285176,0.4778552,0.3875915,0.358916,0.4069133
479,47.9,0.4331169,0.4177825,0.3203456,0.3100284,0.2824818,0.6492707,0.3641529,0.3438742,0.3267704,0.35316,0.4741259,0.4618358,0.3667853,0.378339,0.4026476
480,48.0,0.431762,0.4163473,0.3141721,0.3161652,0.284098,0.6339758,0.3704935,0.3414808,0.3160013,0.3408348,0.467979,0.4653896,0.3598543,0.3741977,0.4021299
481,48.1,0.4207052,0.4136608,0.3034898,0.3317962,0.283328,0.6496484,0.3808054,0.3412199,0.3309638,0.3494363,0.4629588,0.4599791,0.3724265,0.3632168,0.4173518
482,48.2,0.4312952,0.4009715,0.3222763,0.3206655,0.2866903,0.6674366,0.3921925,0.3413515,0.3237073,0.3556816,0.4724842,0.4569833,0.3707964,0.3618506,0.4132991
483,48.3,0.4277409,0.4115597,0.3279738,0.3163325,0.2903264,0.6807374,0.365382,0.348891,0.3178475,0.3579412,0.4778374,0.4375323,0.3979267,0.367928,0.404094
484,48.4,0.4472615,0.4104192,0.3366619,0.3196423,0.2893444,0.6836318,0.363216,0.3425392,0.3213319,0.3513306,0.4939342,0.4527636,0.3707417,0.3640528,0.4204813
485,48.5,0.4467826,0.4159391,0.3439842,0.3110312,0.2922339,0.6520109,0.3659263,0.3410991,0.3109172,0.3557388,0.4944981,0.4682839,0.3651847,0.3591489,0.4216127
486,48.6,0.4437853,0.413448,0.3417499,0.3106916,0.2992534,0.6306905,0.3681569,0.3419578,0.3185216,0.3545544,0.5024439,0.4478718,0.381964,0.3675725,0.4155114
487,48.7,0.4493054,0.4163122,0.330191,0.3243569,0.2932014,0.6542357,0.3726757,0.343502,0.3191539,0.344188,0.4887489,0.4600785,0.4076205,0.3685928,0.3874623
488,48.8,0.4376951,0.4184457,0.313047,0.300956,0.288636,0.6652853,0.3579595,0.3264832,0.3083026,0.3469,0.4616898,0.4483811,0.4108072,0.3699519,0.3818518
489,48.9,0.4304693,0.4140509,0.3234687,0.3089778,0.2908627,0.6258382,0.3507756,0.33833,0.3342573,0.3381778,0.467243,0.452685,0.4120935,0.3714846,0.4078591
490,49.0,0.4579917,0.418467,0.3386643,0.3103317,0.2958373,0.6327175,0.3653219,0.3285474,0.3212813,0.3452763,0.4688689,0.4575571,0.409017,0.3793253,0.414699
491,49.1,0.4735192,0.4044762,0.3447855,0.3055029,0.309718,0.6360818,0.3658766,0.3461798,0.314008,0.3369236,0.4711423,0.457366,0.4030397,0.3732251,0.4098751
492,49.2,0.4649313,0.4090631,0.3347639,0.3147276,0.3081013,0.6434425,0.3734738,0.3346426,0.3110805,0.3454205,0.4616265,0.4533915,0.3780454,0.3704942,0.429472
493,49.3,0.4635712,0.4060457,0.3463303,0.3279134,0.3069085,0.6272122,0.3638041,0.3364992,0.3137161,0.338851,0.4752967,0.459062,0.4073953,0.3719523,0.4269107
494,49.4,0.4680763,0.4133903,0.3382845,0.3192132,0.314037,0.6376752,0.3739537,0.3460746,0.3289867,0.3372841,0.4478107,0.4417444,0.4253457,0.3632995,0.4272746
495,49.5,0.4763241,0.407889,0.3384089,0.308087,0.3176711,0.6283768,0.3792432,0.3398629,0.3221503,0.3443718,0.4707153,0.4547861,0.4191966,0.3673083,0.4184623
496,49.6,0.4830161,0.4099244,0.3407348,0.3134379,0.3214104,0.6281154,0.3832591,0.3345326,0.3355519,0.3398381,0.4471789,0.439606,0.3851633,0.3693234,0.4075933
497,49.7,0.4811048,0.4042725,0.3358381,0.3105724,0.3059326,0.6459316,0.383927,0.3489155,0.3237393,0.3374316,0.4680564,0.4306846,0.3644819,0.3791985,0.4060267
498,49.8,0.4775865,0.40075,0.3444675,0.3112366,0.3167163,0.6701717,0.382783,0.3415277,0.3369468,0.3442382,0.4634914,0.4219332,0.3907397,0.3720036,0.4332745
499,49.9,0.4905891,0.399976,0.3359001,0.3123006,0.3146759,0.6447569,0.3886274,0.3387389,0.3406498,0.3560019,0.4796485,0.4297525,0.3900304,0.3657177,0.4424927
500,50.0,0.5009861,0.4200419,0.3351959,0.3106172,0.3032593,0.6593075,0.3862162,0.3210666,0.3241515,0.3459919,0.4765382,0.4190848,0.4021057,0.3552232,0.435987
501,50.1,0.4948552,0.4186812,0.3394857,0.3168854,0.3078714,0.6376913,0.3841271,0.330587,0.3320871,0.3411436,0.457272,0.4163259,0.4137898,0.3703832,0.4436053
502,50.2,0.5007265,0.4203632,0.3335156,0.3142628,0.3093984,0.6202729,0.3911487,0.3472715,0.347991,0.352823,0.4583122,0.4070989,0.4234204,0.3794758,0.4433819
503,50.3,0.4901681,0.4188136,0.3356735,0.3160745,0.3149212,0.6317237,0.4023571,0.3353468,0.3448358,0.3439871,0.4781315,0.4216749,0.4176607,0.3761837,0.4534961
504,50.4,0.5027855,0.4068409,0.3393091,0.3028727,0.314439,0.6079257,0.3816187,0.3472566,0.3492541,0.3351713,0.4744065,0.4211411,0.3972819,0.3789521,0.4351818
505,50.5,0.4856149,0.4183089,0.3313121,0.3018184,0.3105751,0.6347065,0.3959514,0.3401824,0.3434606,0.333797,0.4797206,0.4352023,0.4042081,0.3827521,0.4164023
506,50.6,0.4706653,0.4216801,0.3391872,0.3060223,0.3003167,0.6314396,0.3717585,0.3260807,0.3389793,0.3365665,0.4819851,0.4263861,0.4073291,0.3781376,0.4294736
507,50.7,0.4567437,0.4224543,0.3363616,0.3227067,0.3010252,0.6460571,0.3861903,0.3321196,0.340762,0.3356504,0.4919223,0.4292416,0.3991962,0.3700359,0.4373448
508,50.8,0.4730303,0.4129352,0.3410936,0.3043949,0.2909352,0.6489666,0.4008077,0.3265438,0.3289598,0.3356239,0.4769079,0.4267049,0.3917972,0.3710095,0.4265186
509,50.9,0.4627869,0.4158235,0.3271447,0.3058003,0.3010455,0.6404799,0.3875085,0.3274195,0.3419528,0.3363191,0.4543679,0.4172335,0.3897773,0.3614871,0.4229541
510,51.0,0.455615,0.4028782,0.3260567,0.3093647,0.3049609,0.6554242,0.3934295,0.3293118,0.3369571,0.3444584,0.4665707,0.4213123,0.3702888,0.3598397,0.439558
511,51.1,0.4642041,0.3987565,0.3248767,0.3100112,0.3069498,0.6344925,0.389845,0.3302913,0.3428381,0.3369978,0.4466962,0.4460053,0.3626655,0.3739952,0.4542862
512,51.2,0.4451734,0.3978843,0.3253721,0.3127579,0.3083213,0.6027607,0.3970957,0.3370675,0.3474076,0.3454617,0.4436227,0.4410533,0.3693475,0.367796,0.4474064
513,51.3,0.463728,0.398689,0.3256831,0.3231165,0.309462,0.6261281,0.4181743,0.3278185,0.3409579,0.348626,0.4346688,0.4460827,0.3495765,0.3743555,0.4527701
514,51.4,0.486432,0.4120726,0.327858,0.3121275,0.3096518,0.6221387,0.4079221,0.3245528,0.3375596,0.3388261,0.4541953,0.4454058,0.3626358,0.3637657,0.4481195
515,51.5,0.4918395,0.4079024,0.3303929,0.3142217,0.3094056,0.6267169,0.4132419,0.3177179,0.3304355,0.3391638,0.4434504,0.43701,0.3533677,0.3614569,0.4568809
516,51.6,0.4870239,0.4010652,0.325639,0.3179329,0.3094933,0.6504953,0.3970861,0.3233199,0.3323749,0.3408245,0.457454,0.4296484,0.3576387,0.3758303,0.4756193
517,51.7,0.4796456,0.4109003,0.3257369,0.317287,0.3072272,0.6228028,0.4072,0.3213412,0.3403698,0.3533484,0.4563264,0.4454527,0.3765266,0.3826289,0.4720663
518,51.8,0.4642958,0.3998498,0.3245257,0.3190853,0.302912,0.5824049,0.4107592,0.3167588,0.3424429,0.3471318,0.456118,0.4381777,0.3796625,0.3766722,0.45792
519,51.9,0.4646557,0.3956813,0.320157,0.3156048,0.3020204,0.5779698,0.4163576,0.3187418,0.3428132,0.3529283,0.4616296,0.4387951,0.3756757,0.3811944,0.448338
520,52.0,0.4561647,0.3981607,0.3201353,0.2868934,0.3027185,0.5994365,0.4171297,0.3251876,0.3407792,0.349483,0.4616779,0.4361224,0.3677381,0.3753,0.4271681
521,52.1,0.4498786,0.4020583,0.3145666,0.3033175,0.3155617,0.5884455,0.4099571,0.3333473,0.3392053,0.3549645,0.4677444,0.4446335,0.3728557,0.3687698,0.4316936
522,52.2,0.4471681,0.3889233,0.328999,0.2910702,0.3071216,0.6260852,0.4152957,0.3257009,0.3364873,0.3521925,0.4841314,0.4459402,0.3733988,0.3815845,0.4182973
523,52.3,0.4621767,0.4063468,0.3322106,0.3018162,0.3192317,0.6057271,0.3977016,0.3162379,0.3270819,0.3411888,0.4933839,0.4424455,0.3658188,0.3871674,0.4296681
524,52.4,0.4540338,0.4140494,0.3265777,0.2964389,0.3178208,0.613651,0.3718784,0.3306419,0.3409334,0.3496663,0.4595707,0.4416685,0.374688,0.3814155,0.425626
525,52.5,0.4558313,0.4201579,0.3278214,0.3125645,0.3120076,0.6221295,0.3763271,0.329428,0.3413989,0.3367274,0.4554464,0.4365119,0.3613118,0.3972116,0.4117695
526,52.6,0.4584536,0.4110057,0.3304139,0.2968393,0.3022186,0.6367947,0.3806063,0.3387659,0.3341145,0.3447969,0.4786365,0.4499274,0.3632215,0.4109618,0.4492697
527,52.7,0.4664957,0.4134541,0.3192544,0.2975933,0.3025375,0.6079229,0.3884634,0.3412712,0.3269648,0.3568199,0.4918882,0.4413117,0.3463002,0.3854348,0.4610412
528,52.8,0.4615091,0.4213215,0.3141714,0.3057154,0.2925046,0.5896752,0.3967391,0.3479825,0.3259418,0.3630091,0.4554869,0.4147507,0.3541696,0.3879843,0.451279
529,52.9,0.4725782,0.4220509,0.3155948,0.3033523,0.3070961,0.5834997,0.4162291,0.3364886,0.3362962,0.3550346,0.4591538,0.4315824,0.3448707,0.3800937,0.4283679
530,53.0,0.4551981,0.422362,0.3224794,0.310948,0.3040025,0.606231,0.3953654,0.3401386,0.3337975,0.3481961,0.4694121,0.4425298,0.3649479,0.3885301,0.4153107
531,53.1,0.4529688,0.4219341,0.3243199,0.3088433,0.3017654,0.5899153,0.3951724,0.3527976,0.3272886,0.3565643,0.4678969,0.4383997,0.3721811,0.3771088,0.4017319
532,53.2,0.4423587,0.4218148,0.3239722,0.3105414,0.3119864,0.6076931,0.3909458,0.3400928,0.3186724,0.3651484,0.4643297,0.4509057,0.3570891,0.36195,0.4358703
533,53.3,0.4606292,0.4172891,0.3200238,0.2963146,0.3112567,0.5990689,0.3806671,0.3391484,0.3285348,0.3524899,0.4557944,0.4654027,0.3543864,0.3742914,0.4565165
534,53.4,0.4686811,0.4122199,0.3296745,0.3150999,0.3061676,0.5785903,0.3707463,0.330488,0.3406171,0.3700668,0.4440783,0.4637597,0.3532564,0.3601539,0.4313146
535,53.5,0.4672109,0.4151358,0.3344461,0.3071649,0.3198587,0.6059259,0.3596294,0.3277245,0.3154708,0.3630117,0.446235,0.4554916,0.3398343,0.3637229,0.4388582
536,53.6,0.4653303,0.4089763,0.3314719,0.2943137,0.3115959,0.6002489,0.3913418,0.3329451,0.3165196,0.3682227,0.4532618,0.4640548,0.3415757,0.3766442,0.4589804
537,53.7,0.4426096,0.3991041,0.3304263,0.3110042,0.2947195,0.5941266,0.3923088,0.3309732,0.3197882,0.3641135,0.4596233,0.462478,0.3533328,0.3741516,0.4508542
538,53.8,0.4286467,0.403484,0.3215135,0.317299,0.3010003,0.5840801,0.3788968,0.3368729,0.3332136,0.367038,0.4609474,0.4686245,0.337048,0.3882984,0.4654385
539,53.9,0.4117766,0.4006729,0.3123191,0.311318,0.2998442,0.5704746,0.3944474,0.3419327,0.3273357,0.3546467,0.4877974,0.4643655,0.3219088,0.3811511,0.4687123
540,54.0,0.4183047,0.4065917,0.3297254,0.3136557,0.3112564,0.5687868,0.3918148,0.3470854,0.3215758,0.3640961,0.4973978,0.4489711,0.3390799,0.379226,0.4555583
541,54.1,0.4321569,0.426466,0.3265269,0.3158244,0.3011611,0.5727352,0.3665308,0.3515505,0.3368746,0.3624607,0.5171134,0.4483434,0.3453956,0.3733368,0.4231423
542,54.2,0.4322217,0.4260713,0.3398778,0.3115198,0.3091801,0.583436,0.3804481,0.3626186,0.3230605,0.3616027,0.4877397,0.4410781,0.3531786,0.371856,0.4497161
543,54.3,0.4180602,0.4217647,0.3379454,0.3141288,0.3079827,0.5855441,0.3775425,0.3765702,0.3150531,0.372521,0.4941148,0.4547737,0.3566118,0.3573808,0.4711092
544,54.4,0.4368454,0.4132554,0.344529,0.3075787,0.3018199,0.5932693,0.3785453,0.3563773,0.335494,0.3564244,0.4800507,0.4390076,0.3435062,0.3656895,0.4673676
545,54.5,0.4437971,0.419002,0.3442378,0.3039326,0.3097777,0.6114843,0.3784245,0.3619654,0.327643,0.3617062,0.4967624,0.457491,0.3564381,0.3684371,0.446569
546,54.6,0.439398,0.4159815,0.3366347,0.2873687,0.3022181,0.5932406,0.3684707,0.3375864,0.3307874,0.3683255,0.5016516,0.4543657,0.3442426,0.3674542,0.4472778
547,54.7,0.4289761,0.4137464,0.3262458,0.2919253,0.3028519,0.6051609,0.3692855,0.3460728,0.3360906,0.3566212,0.4951642,0.4498369,0.3780786,0.3771647,0.4417351
548,54.8,0.4357128,0.406996,0.3220215,0.2966862,0.2984946,0.613027,0.3630589,0.3483301,0.3334168,0.3624452,0.4888173,0.4500258,0.368728,0.3742079,0.4500797
549,54.9,0.4298045,0.4009653,0.3187588,0.2942459,0.294492,0.5931336,0.3744591,0.3417387,0.3439929,0.3571731,0.493332,0.4586216,0.4014866,0.3681445,0.4293306
550,55.0,0.43431,0.4040998,0.3246002,0.3041431,0.3029335,0.5680705,0.3814305,0.3479194,0.3374387,0.3518187,0.4922037,0.4599598,0.3838515,0.376491,0.4201767
551,55.1,0.4691535,0.4055553,0.3223986,0.3051569,0.3024233,0.581571,0.377129,0.3489996,0.3278632,0.3583044,0.4993886,0.4611226,0.3675022,0.3638071,0.4210205
552,55.2,0.4629802,0.4043857,0.3282409,0.3040262,0.2904828,0.5707945,0.3821951,0.3578206,0.3433186,0.3406194,0.4892853,0.4583346,0.3964756,0.3639761,0.4058782
553,55.3,0.4570059,0.4032724,0.3304984,0.3058635,0.2897102,0.5975328,0.3921656,0.3454538,0.3303177,0.3429639,0.5180378,0.4707691,0.3813848,0.3761539,0.4229868
554,55.4,0.4534514,0.4011669,0.3390254,0.3058322,0.2915975,0.5985999,0.3822715,0.3470094,0.3456478,0.3560551,0.531051,0.4649974,0.3983178,0.3682656,0.3930329
555,55.5,0.4516131,0.4132202,0.3370175,0.2969935,0.2952029,0.6182232,0.3804702,0.3385906,0.3442544,0.3471962,0.5088749,0.4736662,0.3912647,0.362939,0.4087851
556,55.6,0.4563577,0.4167517,0.3393644,0.2980741,0.2899522,0.5980536,0.3799512,0.3508099,0.3502548,0.3500183,0.4996116,0.4564674,0.3940037,0.3595273,0.419207
557,55.7,0.454566,0.4180658,0.3238715,0.3033568,0.2875772,0.6018446,0.3692693,0.3389774,0.3521437,0.3589087,0.5025467,0.4474557,0.3866332,0.3651114,0.391517
558,55.8,0.4725767,0.4207411,0.3243597,0.3145145,0.2844143,0.6016933,0.3726867,0.3471711,0.3491834,0.3523231,0.4953594,0.4502914,0.3906636,0.366438,0.4005763
559,55.9,0.4608623,0.411872,0.327198,0.322521,0.287184,0.6050584,0.3783678,0.3457721,0.3365145,0.3564563,0.5160504,0.4565174,0.3777123,0.3737341,0.3968402
560,56.0,0.4600741,0.4105193,0.3274091,0.3122149,0.3007242,0.6511345,0.3827062,0.3463564,0.3540187,0.3542131,0.5019817,0.4700337,0.3727297,0.3775657,0.4320762
561,56.1,0.4524022,0.419913,0.3206354,0.3147281,0.2982435,0.6094397,0.3849077,0.342205,0.3480839,0.3586314,0.4980458,0.4672216,0.3675603,0.3700047,0.4234993
562,56.2,0.4446898,0.4255576,0.3274785,0.3177512,0.3029929,0.6146535,0.3944322,0.3517298,0.3452096,0.3613264,0.5094904,0.4634531,0.3524342,0.3682293,0.4203714
563,56.3,0.4497459,0.4265009,0.3297403,0.3248016,0.294802,0.6323411,0.3731566,0.3317924,0.3513071,0.3671839,0.4999703,0.4764984,0.3618665,0.3686723,0.4121128
564,56.4,0.47654030000000003,0.4254103,0.3378621,0.3147534,0.2990757,0.6356698,0.4064054,0.3509874,0.3455243,0.3664266,0.4869388,0.4754984,0.3656044,0.3785535,0.3987978
565,56.5,0.459616,0.4372398,0.3245902,0.3170458,0.2965391,0.6387848,0.3931767,0.3249182,0.339811,0.3698046,0.4941016,0.4751804,0.3706462,0.3677597,0.39351
566,56.6,0.4439656,0.4168279,0.3241616,0.3052031,0.3009405,0.6334279,0.3969975,0.3506389,0.3601144,0.374539,0.4955672,0.4859938,0.3861718,0.3635557,0.3711533
567,56.7,0.4463608,0.4176572,0.325396,0.3089646,0.3003301,0.6282496,0.3887646,0.3582347,0.3400227,0.3739766,0.5003909,0.4698721,0.3565364,0.3687852,0.3935906
568,56.8,0.4662135,0.421716,0.329836,0.3201769,0.2933833,0.6102819,0.3720543,0.3442957,0.3451065,0.3716935,0.4721189,0.4723013,0.359131,0.3625886,0.4011365
569,56.9,0.4745053,0.4071127,0.3224925,0.314481,0.3138153,0.6174431,0.3630185,0.372207,0.3483905,0.3640462,0.4918504,0.4572003,0.3632064,0.3574755,0.398033
570,57.0,0.4844987,0.4026423,0.311309,0.3193884,0.3064198,0.6018585,0.3754043,0.3557603,0.3391877,0.3651767,0.4969315,0.4505966,0.3497957,0.3613153,0.3832193
571,57.1,0.4791778,0.4138799,0.3111249,0.3270511,0.3072978,0.6212427,0.3575076,0.3518466,0.3426738,0.3642274,0.4930483,0.4568948,0.3653494,0.3748301,0.3795066
572,57.2,0.500203,0.4148914,0.3213224,0.3131045,0.3069898,0.6485808,0.3410557,0.3437494,0.3516642,0.3672639,0.5148025,0.447475,0.3734102,0.386972,0.3796718
573,57.3,0.5030993,0.4034679,0.3235565,0.3050909,0.3144527,0.6369275,0.3562069,0.3517143,0.3543739,0.3625086,0.522733,0.4639921,0.364146,0.3884686,0.3937556
574,57.4,0.4834737,0.4019739,0.3259277,0.3140875,0.3045256,0.6199864,0.3509802,0.3349878,0.3462774,0.3571701,0.5463907,0.4542815,0.3736137,0.378757,0.4045874
575,57.5,0.5021354,0.4053313,0.328993,0.3115432,0.3018466,0.6075263,0.357506,0.3400405,0.3474189,0.3659077,0.5244879,0.4496581,0.3697759,0.3807718,0.4081499
576,57.6,0.5022793,0.4012103,0.3292623,0.3173408,0.3113512,0.5939454,0.3608749,0.3442197,0.3604588,0.3593958,0.5463282,0.4516032,0.3709682,0.3862456,0.4153726
577,57.7,0.4989564,0.3942043,0.3252681,0.30646,0.2996033,0.5882212,0.3537379,0.3607267,0.3478878,0.3630966,0.5543079,0.4437895,0.3838888,0.3844315,0.4044502
578,57.8,0.5161649,0.3978226,0.3239999,0.2975583,0.2929719,0.5569877,0.3657836,0.3448102,0.3517823,0.3609769,0.5298868,0.4382262,0.3763019,0.3699122,0.4251356
579,57.9,0.5089758,0.3930125,0.3236385,0.3061908,0.288716,0.5809007,0.3502858,0.3543699,0.3558379,0.3615539,0.5171122,0.4541494,0.3568115,0.3737897,0.4009767
580,58.0,0.4889507,0.3950891,0.3340561,0.3104573,0.2926612,0.5830389,0.3625064,0.3599062,0.3501034,0.3631637,0.5120785,0.4510034,0.3537395,0.3665702,0.4147742
