,Time,t3-1,t3-2,t3-3,t3-4,t3-5,t20-1,t20-2,t20-3,t20-4,t20-5,t37-1,t37-2,t37-3,t37-4,t37-5
1412,141.2,0.4929919,0.4434021,0.3461537,0.3536651,0.3356205,0.5770028,0.8674098,0.3449366,0.3626389,0.389128,0.622317,0.5159172,0.4249973,0.4082271,0.3993022
1413,141.3,0.4958725,0.4486744,0.3425513,0.3653334,0.3406751,0.5683706,0.9128589,0.339182,0.3575176,0.3844475,0.6505374,0.5231873,0.4352892,0.4004029,0.4100345
1414,141.4,0.4961711,0.4532548,0.3442845,0.3530165,0.346622,0.5935435,0.905803,0.3499922,0.3587814,0.3907825,0.6423472,0.5305955,0.4240539,0.4047213,0.4194963
1415,141.5,0.4937871,0.4550521,0.3365857,0.3620676,0.3436562,0.5797051,0.9207455,0.3423016,0.3696139,0.3897036,0.6240905,0.5171704,0.4344543,0.4042866,0.410239
1416,141.6,0.5058603,0.4423701,0.3442269,0.3596119,0.3411866,0.5673691,0.9378709,0.3500715,0.3708498,0.3943601,0.6241702,0.5232097,0.4446759,0.4124614,0.4219547
1417,141.7,0.5018965,0.4387446,0.3304952,0.3525032,0.3401828,0.576056,0.9098378,0.3455342,0.364786,0.3870361,0.6353664,0.5308957,0.4491942,0.4059884,0.426881
1418,141.8,0.4897744,0.4344032,0.3435392,0.3406735,0.3479823,0.5720114,0.9031139,0.3485986,0.3675899,0.3847843,0.6377063,0.5190041,0.4669658,0.4170404,0.4261818
1419,141.9,0.4839822,0.4398063,0.3377247,0.3428199,0.3385527,0.5707013,0.874121,0.3546959,0.3727725,0.38201,0.6463713,0.5144992,0.4653437,0.4116449,0.4206353
1420,142.0,0.4938647,0.4373266,0.3436494,0.3489044,0.3443557,0.5632004,0.8585493,0.3546274,0.3583673,0.3855593,0.6261674,0.5202624,0.4632075,0.4115154,0.4250311
1421,142.1,0.4859569,0.4297081,0.333919,0.3574644,0.3414637,0.5379728,0.8516736,0.3635259,0.3597232,0.3772119,0.6337312,0.516987,0.4665541,0.416889,0.41775
1422,142.2,0.481375,0.4239566,0.3442915,0.3590778,0.3401589,0.5392195,0.8647243,0.3576953,0.3504572,0.3880682,0.640805,0.5127695,0.4734023,0.4116001,0.4257472
1423,142.3,0.4798396,0.4183097,0.3552513,0.3531722,0.3467994,0.545943,0.8666845,0.3565372,0.3457804,0.3781376,0.6243708,0.5104799,0.4632722,0.4081535,0.411258
1424,142.4,0.4991405,0.4192417,0.3443867,0.3612315,0.3372174,0.5701824,0.8300541,0.3585362,0.3630924,0.3814182,0.6368844,0.5207757,0.4669014,0.4043513,0.4188579
1425,142.5,0.4869415,0.4234666,0.3428341,0.356521,0.3355052,0.5667354,0.8190073,0.3590803,0.3711148,0.3760775,0.6496344,0.5204475,0.4321275,0.4096874,0.4105625
1426,142.6,0.4961919,0.4354037,0.3410621,0.3689852,0.3360708,0.5599271,0.8689127,0.3648147,0.3687475,0.3670402,0.6524399,0.5022721,0.425511,0.4155508,0.4282936
1427,142.7,0.4937416,0.4377308,0.3467162,0.3606492,0.3301818,0.5427258,0.8952203,0.3748209,0.3642811,0.3732273,0.648147,0.5076398,0.4385544,0.4073532,0.4292453
1428,142.8,0.4846474,0.4306323,0.3486362,0.3603072,0.348329,0.5427891,0.9132908,0.3537457,0.3564348,0.3836097,0.6307299,0.5175215,0.4237004,0.4182402,0.4261558
1429,142.9,0.5067427,0.4241464,0.3397609,0.360505,0.3448671,0.5427179,0.9298057,0.358678,0.3655162,0.3741305,0.6312452,0.5282484,0.442168,0.4175563,0.4120366
1430,143.0,0.5181049,0.4116091,0.3395337,0.3578159,0.3439194,0.5570609,0.9745685,0.3562208,0.360341,0.3728574,0.6305227,0.5209449,0.448259,0.4041795,0.4197635
1431,143.1,0.5236276,0.4112366,0.3435427,0.350109,0.3421018,0.5501896,0.9536168,0.3494297,0.35459,0.379362,0.6382462,0.5252935,0.4172026,0.4080149,0.4373302
1432,143.2,0.5219129,0.4128023,0.3427341,0.3562499,0.3464315,0.5537782,0.9869428,0.3551187,0.3597199,0.3800383,0.6598522,0.5123198,0.4405541,0.3964178,0.4330528
1433,143.3,0.5074236,0.4098771,0.339373,0.3590192,0.3430279,0.5513735,0.9442141,0.3542044,0.3600719,0.3787634,0.6872053,0.5316966,0.4439463,0.4008003,0.433496
1434,143.4,0.5025239,0.4224086,0.3413779,0.3720925,0.3421963,0.564028,0.9724358,0.3718825,0.3607223,0.3795701,0.6503192,0.5068772,0.4136713,0.4103097,0.4412839
1435,143.5,0.4995417,0.4287469,0.3361231,0.3666068,0.3414373,0.5631456,0.9764923,0.3665605,0.3538977,0.3827824,0.6835698,0.5252473,0.420611,0.4015471,0.4258235
1436,143.6,0.522109,0.4339282,0.3320267,0.3794879,0.340385,0.586823,0.9692224,0.3472417,0.3560304,0.3770501,0.7024485,0.5254746,0.4560508,0.3924105,0.4283013
1437,143.7,0.5043058,0.4284152,0.3347651,0.3698171,0.3376243,0.5843263,0.9608105,0.3467587,0.356573,0.3753859,0.7002674,0.5271745,0.430986,0.4034221,0.4392194
1438,143.8,0.5091667,0.4447825,0.3347974,0.3638259,0.3382331,0.5777826,0.943894,0.3494445,0.3593153,0.3765994,0.6957695,0.5286922,0.4201673,0.4024798,0.4388421
1439,143.9,0.5031416,0.4425398,0.3415419,0.3402257,0.3406726,0.5666716,0.9696362,0.354684,0.3636151,0.3828717,0.6848354,0.5123883,0.4076571,0.388877,0.4225039
1440,144.0,0.5059626,0.4281347,0.3347121,0.349159,0.3362006,0.5715178,0.9712805,0.3524371,0.356825,0.3932316,0.6913117,0.4985209,0.3737449,0.3946321,0.4183089
1441,144.1,0.501817,0.4298453,0.3416992,0.3571098,0.3340823,0.5843622,0.9811684,0.3650356,0.3558424,0.3817695,0.6546118,0.5141032,0.3815918,0.4049348,0.4159625
1442,144.2,0.5229836,0.4311044,0.3375537,0.3561955,0.3302777,0.6011468,0.9643125,0.3525387,0.3637134,0.3838347,0.670343,0.5117859,0.3825497,0.4036092,0.415498
1443,144.3,0.5090633,0.4347707,0.3415467,0.3529036,0.3303882,0.5985017,0.9798027,0.3580372,0.3610125,0.3855906,0.6592866,0.4997784,0.3869685,0.4028855,0.4197174
1444,144.4,0.503593,0.4229502,0.3447806,0.3588515,0.3378232,0.60637,0.9626344,0.36023,0.3561209,0.3955645,0.6761429,0.4958175,0.401331,0.4111727,0.4270092
1445,144.5,0.4738254,0.4095806,0.3352064,0.3534837,0.3405496,0.6200866,0.9670694,0.3536645,0.3547703,0.3858949,0.6560644,0.4990568,0.3922921,0.4093169,0.4210809
1446,144.6,0.4879968,0.4192682,0.3417242,0.3539843,0.3379869,0.6233944,0.9857092,0.343641,0.3473347,0.3918223,0.6715033,0.5032263,0.3687185,0.3942526,0.4113279
1447,144.7,0.4931747,0.422692,0.3376878,0.3554171,0.329311,0.5963232,1.0351766,0.345709,0.3677468,0.3826378,0.6792442,0.4975281,0.3776852,0.4087723,0.4122766
1448,144.8,0.5053211,0.4189824,0.3363929,0.3537709,0.3270934,0.5940422,1.0449091,0.3484886,0.3554558,0.3848115,0.6644554,0.4993137,0.3754717,0.4025977,0.404314
1449,144.9,0.510209,0.4300558,0.3364216,0.364724,0.3283646,0.5877159,1.0410382,0.3525101,0.3482363,0.3948557,0.6239343,0.4903594,0.3970486,0.4128946,0.4011068
1450,145.0,0.5280335,0.4232098,0.3403443,0.3662454,0.3213383,0.570922,1.0440811,0.3523672,0.352236,0.3843396,0.6458927,0.496869,0.4020573,0.4163797,0.4149045
1451,145.1,0.5158494,0.4309956,0.3445359,0.3603637,0.328347,0.5717014,1.0427173,0.3538107,0.344377,0.3931313,0.6740632,0.4995219,0.3863589,0.4110917,0.4097479
1452,145.2,0.5227009,0.4218589,0.3459213,0.3589404,0.3342367,0.5820661,1.0338026,0.3700237,0.3460959,0.377594,0.6523827,0.4867813,0.3626681,0.4176946,0.418714
1453,145.3,0.5159646,0.424259,0.3379482,0.3507292,0.3372103,0.588441,0.9851106,0.353442,0.3461399,0.3850676,0.6479226,0.5144391,0.3758811,0.4126605,0.4106134
1454,145.4,0.5236667,0.4427747,0.3421453,0.3380468,0.3248501,0.573962,0.9931313,0.3382657,0.3470531,0.3785389,0.666632,0.4869666,0.3754787,0.4224585,0.4148842
1455,145.5,0.5230065,0.447349,0.338464,0.3413235,0.3240252,0.5595021,0.9768907,0.3503466,0.3466483,0.3790323,0.6604484,0.5048035,0.3663889,0.4174622,0.4111704
1456,145.6,0.5296092,0.4385529,0.3475764,0.328904,0.3227111,0.5843624,0.9428954,0.3572944,0.3507637,0.3924662,0.6585833,0.5147197,0.3725501,0.4211973,0.4224316
1457,145.7,0.5327567,0.4322121,0.3465781,0.3402349,0.3141333,0.5774413,0.917032,0.3482541,0.3486313,0.3904182,0.647315,0.5152102,0.3983525,0.4092947,0.4430154
1458,145.8,0.517325,0.4359573,0.345588,0.3646337,0.3231636,0.5772824,0.8914556,0.3463662,0.353047,0.3812448,0.6529282,0.5256294,0.3874674,0.423898,0.4192564
1459,145.9,0.5445567,0.4319415,0.3457785,0.3574146,0.3191186,0.5578713,0.8720925,0.3459342,0.3534741,0.3852125,0.6626016,0.5287653,0.3662332,0.4187431,0.4294067
1460,146.0,0.5535704,0.4358321,0.3374054,0.3493241,0.318954,0.5662669,0.8577186,0.3429411,0.3535478,0.382918,0.6675636,0.5101271,0.3500996,0.4188254,0.4217491
1461,146.1,0.5637835,0.4455531,0.3497136,0.3609915,0.3176309,0.5577115,0.813469,0.3467078,0.3547002,0.3793237,0.6617098,0.5263426,0.3558701,0.4310271,0.4289444
1462,146.2,0.5429461,0.4465915,0.3504383,0.3502041,0.3130715,0.5307364,0.82338,0.3480825,0.3542376,0.3765471,0.6670839,0.5195847,0.3654982,0.4156414,0.4233679
1463,146.3,0.5393472,0.4408145,0.3503947,0.3506669,0.3209182,0.541396,0.8283545,0.3509105,0.363969,0.3841334,0.6857555,0.5236705,0.365335,0.4198276,0.426266
1464,146.4,0.5180604,0.4394501,0.3498004,0.3493239,0.3244693,0.5621246,0.8597501,0.3471187,0.3586852,0.376672,0.6881963,0.5066898,0.3540135,0.4208941,0.4062819
1465,146.5,0.530663,0.4514052,0.3631821,0.3513259,0.323168,0.5424322,0.8659365,0.3578709,0.3586238,0.3890121,0.7098854,0.5273922,0.3664612,0.4148929,0.4249701
1466,146.6,0.5394416,0.4507776,0.3488593,0.3621789,0.3225162,0.5611216,0.8780828,0.3785279,0.3702903,0.3837421,0.6961091,0.5078185,0.3700815,0.4205903,0.4218896
1467,146.7,0.5339653,0.4531452,0.3460826,0.3668405,0.3324477,0.5813334,0.8428418,0.3506849,0.3632107,0.3932419,0.7044269,0.5189024,0.3707276,0.4117569,0.4150531
1468,146.8,0.5423148,0.4515283,0.3412232,0.3552423,0.3325807,0.5633801,0.8420186,0.3441355,0.3658133,0.3840697,0.7356017,0.5179999,0.3676576,0.4047532,0.4094571
1469,146.9,0.5323468,0.4479521,0.344457,0.360741,0.3305408,0.5515473,0.8267125,0.3500865,0.360923,0.3841082,0.7484033,0.5055293,0.3734858,0.4085936,0.4150687
1470,147.0,0.5271281,0.4422806,0.3436978,0.3572236,0.3280376,0.5568594,0.8637711,0.3513361,0.3553697,0.3854027,0.7295036,0.5085468,0.3778489,0.4200789,0.4190079
1471,147.1,0.537204,0.4385364,0.3468908,0.371771,0.3290793,0.5449525,0.8529293,0.3447877,0.3676231,0.3811581,0.7353113,0.5074205,0.3649158,0.4120456,0.4246948
1472,147.2,0.547289,0.4454615,0.3369385,0.3736502,0.3302161,0.5415111,0.9002236,0.3474402,0.3641208,0.3813179,0.7518513,0.5179247,0.3814169,0.4159801,0.4315377
1473,147.3,0.5443883,0.4464868,0.3317145,0.354321,0.3321537,0.5764779,0.8576118,0.3385264,0.3554984,0.3820762,0.7376711,0.5109074,0.3627306,0.4165835,0.4249022
1474,147.4,0.5315746,0.4405067,0.3452475,0.3574488,0.3378893,0.5562102,0.8621647,0.3330855,0.3626974,0.3742306,0.7093458,0.5238019,0.3612963,0.4175953,0.4182495
1475,147.5,0.5255191,0.4310963,0.3491555,0.3538711,0.3325567,0.5538738,0.8568249,0.3420585,0.3607569,0.3788201,0.7240735,0.5069873,0.3793151,0.4246774,0.4228527
1476,147.6,0.5170664,0.4367545,0.3454641,0.3613995,0.3294523,0.5554787,0.8658629,0.3429415,0.3679647,0.3790258,0.7220919,0.5267097,0.3807056,0.4127013,0.4262054
1477,147.7,0.5164407,0.4250294,0.3436114,0.3582917,0.3312663,0.5498114,0.8502549,0.3469951,0.3626974,0.387734,0.7421824,0.5268772,0.384405,0.4093613,0.416261
1478,147.8,0.5104311,0.4256475,0.3491906,0.3470083,0.338981,0.5611066,0.8549975,0.3486423,0.3551886,0.3815975,0.7187209,0.5175947,0.4088644,0.4131886,0.4065787
1479,147.9,0.5192422,0.4522843,0.3396527,0.3440595,0.3361295,0.5662928,0.8387094,0.348115,0.358841,0.3702292,0.7110031,0.5214372,0.4017869,0.4078009,0.4165285
1480,148.0,0.5254892,0.4560751,0.3336489,0.3491584,0.3367925,0.5780311,0.8440033,0.3370204,0.3546511,0.3777837,0.7257257,0.5148671,0.4164315,0.4077529,0.40749
1481,148.1,0.5331939,0.4470658,0.3390819,0.3386307,0.3383054,0.5813744,0.8202906,0.335856,0.3708312,0.3692957,0.7101834,0.5188047,0.4054751,0.4043204,0.4234788
1482,148.2,0.5148095,0.4526099,0.3407682,0.355993,0.3364905,0.5970751,0.7984922,0.3475829,0.3535874,0.372227,0.7224112,0.5084196,0.3929009,0.4073468,0.4185032
1483,148.3,0.5091488,0.4461857,0.3519411,0.367902,0.3357905,0.5839932,0.8166327,0.3370377,0.3611017,0.3613543,0.7518961,0.5066869,0.3950457,0.4131531,0.4264257
1484,148.4,0.5120487,0.4410308,0.3464692,0.3595732,0.33823,0.5807778,0.8199391,0.3292534,0.3666315,0.3768135,0.744122,0.5142235,0.3962344,0.4062792,0.4266355
1485,148.5,0.5333281,0.4447443,0.3390628,0.3545849,0.3402915,0.5616025,0.8541737,0.3336861,0.3748352,0.3768024,0.7450222,0.5446728,0.408315,0.4007538,0.4323347
1486,148.6,0.5322885,0.4435614,0.341605,0.3528657,0.3448795,0.5606992,0.8726925,0.3342347,0.3559715,0.3830266,0.7428845,0.5337328,0.3922599,0.4126931,0.4163112
1487,148.7,0.5458282,0.4618299,0.3465705,0.3505455,0.3372575,0.5827204,0.870308,0.3454619,0.35436,0.3852588,0.7275599,0.5266067,0.4058082,0.4141944,0.43351
1488,148.8,0.5452636,0.4590618,0.3512653,0.3490357,0.3401225,0.5740997,0.9298872,0.3299885,0.358342,0.3786549,0.7402137,0.5367855,0.3981613,0.4159843,0.4223387
1489,148.9,0.5272247,0.4538199,0.3427863,0.3481238,0.3558516,0.5827952,0.917983,0.3443948,0.3555431,0.3882432,0.7275804,0.535,0.3887951,0.4090187,0.4307021
1490,149.0,0.5309747,0.46305,0.3483641,0.3542941,0.3577554,0.5742545,0.9143655,0.3444466,0.3472842,0.386314,0.7096594,0.5295154,0.4012721,0.4030707,0.4188906
1491,149.1,0.5256423,0.4516062,0.3471995,0.3421521,0.3410836,0.5545222,0.9253378,0.3601848,0.3499409,0.3860853,0.7332736,0.5197824,0.3859895,0.4041577,0.4214582
1492,149.2,0.5352747,0.447752,0.3519009,0.3441323,0.3468169,0.5733855,0.8985173,0.3418143,0.3580866,0.3879564,0.7330679,0.5235158,0.3865583,0.4034221,0.4336419
1493,149.3,0.545715,0.4593701,0.3551232,0.3493085,0.3442404,0.5873823,0.8713148,0.3428504,0.349043,0.3735952,0.7473956,0.5232154,0.4320438,0.4091133,0.4323415
1494,149.4,0.5443287,0.4615757,0.3493542,0.3539558,0.3463706,0.5918039,0.8812549,0.3269266,0.360737,0.3792075,0.76333,0.5173,0.4252964,0.4072016,0.4239616
1495,149.5,0.5403542,0.4576423,0.361518,0.3462873,0.3448704,0.5839441,0.88378,0.3306798,0.36007,0.3954092,0.7581405,0.5272744,0.4189363,0.4132509,0.4112537
1496,149.6,0.5362416,0.4539227,0.3514873,0.3516028,0.3308651,0.5822644,0.9039539,0.3335456,0.3599249,0.3846518,0.7639845,0.525676,0.4029678,0.407118,0.4376471
1497,149.7,0.5462574,0.470999,0.3469793,0.3507093,0.3271279,0.5681999,0.9077004,0.3294132,0.3564417,0.3812627,0.7700287,0.5011843,0.410744,0.4144683,0.4176924
1498,149.8,0.5490273,0.4730607,0.3468012,0.3529439,0.331977,0.5874766,0.9105194,0.3225902,0.3518665,0.3834707,0.792724,0.5026266,0.4174916,0.4153959,0.4017424
1499,149.9,0.5384841,0.462766,0.3488303,0.3461891,0.3320317,0.5814199,0.9003721,0.3231069,0.3478793,0.382474,0.7912712,0.5027933,0.4093188,0.4105433,0.4332807
1500,150.0,0.5310142,0.461062,0.3416215,0.351395,0.3321342,0.5901425,0.9045157,0.3219992,0.3557781,0.3833402,0.7945567,0.5172213,0.4499086,0.4134536,0.4231173
1501,150.1,0.5471786,0.453579,0.3438033,0.3635491,0.3321846,0.5841821,0.9013998,0.3196333,0.3478801,0.381229,0.7637626,0.5346149,0.4307222,0.4123931,0.4383372
1502,150.2,0.5458238,0.4604554,0.3515925,0.3520537,0.3376481,0.5735672,0.9039748,0.3234254,0.3531809,0.3998649,0.7451438,0.5016515,0.4046277,0.4029424,0.4402541
1503,150.3,0.5429571,0.460373,0.3537948,0.3590568,0.3350746,0.5746118,0.9148241,0.324108,0.3380396,0.3854602,0.7120638,0.5305051,0.4261579,0.4155598,0.4349529
1504,150.4,0.5598304,0.4653261,0.3519694,0.3689031,0.3336172,0.5506047,0.9435346,0.3361832,0.3479398,0.3838714,0.7354811,0.5320044,0.4210562,0.4070844,0.4272981
1505,150.5,0.5696747,0.451023,0.3506571,0.3654509,0.3319544,0.5639203,0.9203339,0.3249099,0.3446804,0.3821767,0.7084341,0.531933,0.415542,0.4035271,0.4240421
1506,150.6,0.5726812,0.4566486,0.343713,0.3597708,0.3269897,0.5487332,0.9230232,0.3325565,0.347446,0.3780285,0.7232652,0.5257857,0.4296251,0.4113645,0.4249064
1507,150.7,0.5931882,0.4578819,0.3455443,0.3621655,0.3267924,0.5685492,0.9401433,0.322399,0.3495497,0.3828188,0.7075171,0.5276775,0.4078325,0.4155212,0.4326022
1508,150.8,0.6085745,0.450272,0.3428909,0.3567075,0.3213785,0.5715238,0.9187894,0.3259365,0.3601808,0.3842979,0.7124052,0.5297682,0.4144914,0.4181384,0.4118132
1509,150.9,0.5760781,0.4523724,0.3434197,0.3526267,0.3244126,0.596289,0.8927529,0.3284099,0.353813,0.3842573,0.711115,0.5218663,0.4411025,0.421186,0.4263535
1510,151.0,0.5905831,0.4579267,0.3525634,0.3503323,0.3378491,0.6082324,0.8969691,0.3240096,0.3505278,0.3853286,0.7455049,0.5252671,0.4483677,0.4213743,0.4302284
1511,151.1,0.5714779,0.457934,0.3582077,0.3499139,0.3283074,0.5806737,0.9114841,0.3270505,0.3457126,0.3806129,0.709755,0.5203037,0.4630321,0.410943,0.4208132
1512,151.2,0.5750824,0.4576171,0.3550282,0.355595,0.3266916,0.5671441,0.9201359,0.3365662,0.3518788,0.3760121,0.6957214,0.5168982,0.4609108,0.4186715,0.4204099
1513,151.3,0.5701952,0.4555169,0.3580358,0.347076,0.330845,0.533618,0.9304478,0.3257957,0.3618512,0.3836236,0.6917433,0.5374081,0.4441368,0.4270122,0.430934
1514,151.4,0.5715102,0.4577606,0.3465881,0.3442699,0.3284871,0.5413851,0.9532813,0.3290722,0.3502258,0.373068,0.6685478,0.5284663,0.4459739,0.4303811,0.4201401
1515,151.5,0.5714148,0.4536615,0.355661,0.3522922,0.3330227,0.5368582,1.0008227,0.3281538,0.3604012,0.3749934,0.6691611,0.5237923,0.4319112,0.4164642,0.4081713
1516,151.6,0.5911434,0.4565401,0.3509779,0.3539583,0.3336795,0.5392217,1.0323972,0.3168324,0.360803,0.3796384,0.669733,0.5496104,0.4247806,0.4196056,0.4178115
1517,151.7,0.5921728,0.4499719,0.3519015,0.3621306,0.3345682,0.541611,1.0308499,0.3296151,0.3604687,0.3743895,0.6819984,0.537129,0.4314563,0.4224784,0.4090568
1518,151.8,0.5810959,0.4494468,0.3557945,0.3651217,0.3347994,0.5463309,1.0563673,0.3187065,0.3656442,0.3804173,0.673865,0.5308605,0.4386726,0.4244365,0.4051304
1519,151.9,0.5920797,0.4467652,0.3473131,0.3652827,0.3249692,0.5353657,1.038759,0.3246013,0.358766,0.3808556,0.6747057,0.5438495,0.4402233,0.4322909,0.4318888
1520,152.0,0.5817646,0.4493284,0.3467212,0.3549039,0.3236879,0.5474584,1.0302949,0.3235182,0.3611718,0.3923272,0.6976269,0.5296306,0.4408637,0.4202912,0.4227905
1521,152.1,0.6015722,0.4470738,0.3588521,0.3484449,0.328458,0.5438849,1.0232863,0.3295092,0.3605869,0.3818146,0.6719271,0.5342259,0.4400532,0.4148344,0.4087213
1522,152.2,0.5983865,0.4525541,0.3558477,0.3453789,0.3326576,0.5490475,1.0174981,0.3316697,0.3561172,0.3866743,0.6701898,0.5185552,0.4465629,0.414638,0.4122152
1523,152.3,0.615177,0.4605997,0.3472625,0.3522147,0.3303819,0.5322914,1.0111817,0.3286913,0.3647596,0.3862363,0.6665387,0.532209,0.4463404,0.4017756,0.4370416
1524,152.4,0.6024899,0.4450223,0.3615824,0.3428413,0.3220861,0.5294729,0.9844581,0.3399301,0.369177,0.3827011,0.6846842,0.5311406,0.42,0.4120854,0.4213315
1525,152.5,0.6098196,0.4576995,0.3557075,0.3497036,0.3310831,0.5413563,0.9570053,0.330225,0.3705992,0.3853185,0.6908944,0.5332733,0.4078577,0.4227221,0.4387339
1526,152.6,0.5994712,0.4575853,0.3615587,0.3411252,0.3359519,0.536125,0.9545994,0.331444,0.3609806,0.3891452,0.6653617,0.529786,0.4310311,0.417164,0.4424692
1527,152.7,0.5814847,0.4622715,0.3528987,0.3386724,0.3396203,0.5583917,0.9908878,0.3270068,0.35782,0.3828849,0.6669903,0.5502777,0.3983352,0.4209976,0.4285633
1528,152.8,0.59351,0.461228,0.3522131,0.3367635,0.3513947,0.5733438,1.0074906,0.3295351,0.3644063,0.3801982,0.6835017,0.5424198,0.4019109,0.4087109,0.4295581
1529,152.9,0.6318505,0.4668691,0.3528847,0.3520424,0.3413945,0.5586651,0.9588807,0.3261224,0.3615736,0.3779218,0.7076847,0.5334775,0.3872075,0.4077037,0.4367356
1530,153.0,0.608072,0.4715225,0.3516034,0.3413266,0.3374691,0.5517499,0.9830887,0.3279797,0.3649376,0.3822637,0.7247142,0.5422736,0.4001319,0.4155486,0.4482515
1531,153.1,0.6093721,0.479909,0.3421818,0.3469825,0.3374691,0.5384984,0.9598207,0.3387705,0.3652231,0.3772851,0.7134481,0.5557358,0.3848126,0.4092468,0.4560964
1532,153.2,0.5997047,0.4636271,0.360567,0.3429874,0.3450995,0.5254102,0.985689,0.3485004,0.3631988,0.3804656,0.7337023,0.5430887,0.4143779,0.4238479,0.4513325
1533,153.3,0.5885335,0.467178,0.3558984,0.3475242,0.3429967,0.5332756,1.0085523,0.3487655,0.3694791,0.3819997,0.6975718,0.5503131,0.4276292,0.4108956,0.4527814
1534,153.4,0.5699959,0.4654893,0.3623209,0.3500807,0.3401841,0.547667,0.9984497,0.33776,0.3689989,0.3842425,0.7080124,0.5343881,0.415643,0.4089267,0.456939
1535,153.5,0.5347735,0.469384,0.3528672,0.3474892,0.343082,0.541046,0.9870858,0.3375926,0.3700427,0.3824024,0.70871,0.5391094,0.4277563,0.4079758,0.4405119
1536,153.6,0.5402138,0.4775833,0.3392467,0.3356469,0.3513253,0.552999,0.9831886,0.3294494,0.375961,0.39047,0.7146471,0.5373371,0.4194398,0.4111163,0.4261018
1537,153.7,0.5301402,0.4715663,0.3506501,0.3432563,0.3439735,0.5598211,0.99069,0.3301233,0.3680743,0.3987344,0.7167992,0.5378495,0.432814,0.4061684,0.4333014
1538,153.8,0.5289521,0.4764354,0.3505494,0.3430112,0.3369711,0.5601856,0.9646684,0.3343583,0.3725525,0.3863333,0.7099624,0.5473946,0.4391738,0.402514,0.4346896
1539,153.9,0.5535529,0.468433,0.358462,0.3325484,0.3347993,0.5480511,0.9757719,0.3238501,0.3688724,0.3919,0.7008899,0.5528817,0.4358389,0.4048265,0.4372304
1540,154.0,0.5365791,0.4588883,0.3598945,0.3426069,0.3350501,0.5588546,1.0016932,0.327986,0.3613759,0.382807,0.707507,0.55103,0.4650346,0.422237,0.4308777
1541,154.1,0.5464916,0.4560847,0.3532713,0.3636533,0.3397998,0.5771143,0.9735094,0.3252227,0.364328,0.3816006,0.7432815,0.5370833,0.4855621,0.4146339,0.425226
1542,154.2,0.5800419,0.4620078,0.3518042,0.3529509,0.3381597,0.5706202,0.9779807,0.3261442,0.3710282,0.382556,0.720623,0.5366672,0.4830374,0.4209739,0.4261445
1543,154.3,0.581506,0.4666957,0.3434763,0.3531621,0.3432292,0.5667183,0.9841709,0.3255585,0.3609755,0.3859251,0.7236171,0.5310082,0.4683944,0.4205094,0.4348249
1544,154.4,0.5914041,0.4742353,0.3416297,0.3546945,0.339326,0.5567585,0.9986258,0.3286031,0.3584645,0.3836531,0.7187586,0.5541009,0.4963338,0.4124217,0.4400941
1545,154.5,0.5633436,0.4679152,0.3451012,0.3505685,0.3363906,0.5655938,1.028461,0.3305458,0.3682251,0.3853803,0.7188147,0.5369905,0.4823271,0.4129615,0.4292552
1546,154.6,0.5747531,0.4869094,0.3348441,0.360745,0.3389308,0.5726388,1.030772,0.3326675,0.3587863,0.3936448,0.7042395,0.5430747,0.4689028,0.4146117,0.4449806
1547,154.7,0.5837755,0.4813982,0.3471507,0.3537153,0.3415739,0.5665501,1.0411966,0.3334529,0.3572939,0.3893049,0.7058462,0.5353763,0.4788793,0.4206665,0.4491853
1548,154.8,0.5649934,0.4840955,0.350161,0.3572469,0.3422963,0.581934,1.0440772,0.3262394,0.358831,0.3807773,0.7005851,0.5179822,0.481804,0.4116031,0.4586079
1549,154.9,0.5861194,0.473155,0.3567838,0.3578224,0.3495177,0.5955219,1.0273594,0.3182991,0.3679897,0.3850867,0.6743737,0.5263628,0.4809755,0.4168633,0.4389706
1550,155.0,0.5950035,0.4790178,0.3544912,0.35844,0.3424619,0.6103823,0.992295,0.3269333,0.3711776,0.3867121,0.6770732,0.5360736,0.5009788,0.4178162,0.4420298
1551,155.1,0.5833352,0.4669145,0.3573768,0.3473537,0.3399529,0.6109335,1.0068401,0.3218307,0.3614697,0.3826534,0.6794357,0.5620316,0.4932652,0.4185934,0.4325574
1552,155.2,0.584806,0.4693088,0.3504879,0.3551912,0.3327214,0.6349677,1.0442151,0.319936,0.3673377,0.387053,0.6522922,0.5528846,0.4596716,0.4198532,0.4249317
1553,155.3,0.5991694,0.4776757,0.3525333,0.3523312,0.3264264,0.6296837,1.0465244,0.3184172,0.3629108,0.3880357,0.6404085,0.5330455,0.4653991,0.4322386,0.43859
1554,155.4,0.5823435,0.477953,0.3593324,0.3612805,0.3383149,0.6287227,1.0395811,0.324025,0.3583543,0.3754461,0.6478409,0.533816,0.4735824,0.4314128,0.4470575
1555,155.5,0.5968155,0.4746264,0.347982,0.3658072,0.3344696,0.6332182,1.0427892,0.3248269,0.3636246,0.3866543,0.658853,0.5276431,0.486115,0.4242423,0.4543417
1556,155.6,0.584798,0.4731995,0.3446341,0.3572703,0.3392271,0.6304467,1.0801859,0.3253554,0.3622594,0.3856559,0.6597722,0.5377652,0.4772537,0.4197994,0.4517012
1557,155.7,0.5795894,0.4757832,0.3528363,0.3462536,0.3417504,0.6082453,1.0887871,0.3288982,0.3679839,0.388421,0.6507931,0.5362154,0.4858495,0.419506,0.4466152
