,t3-1,t3-2,t3-3,t3-4,t3-5,t20-1,t20-2,t20-3,t20-4,t20-5,t37-1,t37-2,t37-3,t37-4,t37-5
20,0.362145373144492,0.2823108467832186,0.24422101043785138,0.23002569345330479,0.2246333406057378,0.43062037211433685,0.32836046698347315,0.2962320431882386,0.2478002130919331,0.24924090200455368,0.3814841022819082,0.37944545823961245,0.3386783556149845,0.27637105887724667,0.26144680103551177
21,0.36743416397193895,0.28595817045793775,0.2458451817370395,0.2304673283641044,0.22606738228788426,0.433463439142956,0.3296342464055314,0.2967039885782552,0.24889379326332922,0.25028527344669943,0.38218201337647817,0.3809424442717306,0.340167532051396,0.27812779227253503,0.26088428085739235
22,0.37225361155368747,0.2893282154793092,0.2472481296893722,0.2307327295002775,0.22727731411196184,0.43581222876804576,0.3304658956496339,0.2968579820802444,0.24975168912275622,0.2510957420353518,0.38254774752167503,0.3820274078623522,0.34123914543808576,0.27957507788428404,0.26013256327283696
23,0.37663539609208224,0.29243870202359945,0.24846429990450625,0.23086145718972154,0.22828751404756475,0.43772636405868215,0.33090912069927875,0.2967440168064846,0.2504095098448649,0.25170527439218854,0.3826368798030617,0.38276327230489093,0.3419352549160021,0.28074877284608435,0.2592454370419005
24,0.3806096676525925,0.29530639557883354,0.24952533009533978,0.2308897093625944,0.22912102541287227,0.4392617114056252,0.33101430690039285,0.2964086070054102,0.25090045129001426,0.2521445471720786,0.38250079148093497,0.38320820492823593,0.3422958646097434,0.2816823880209957,0.2582720028307628
25,0.3842050877414741,0.29794713600617834,0.25046014488330215,0.23085043248318773,0.2297995883308146,0.4404704839093898,0.33082860913107826,0.2958948885568639,0.2512553630803879,0.2524420149202222,0.3821868007299388,0.38341576657533993,0.3423589661267334,0.2824071568754425,0.2572568279989557
26,0.3874488708834308,0.3003758666013258,0.2512950506036431,0.23077343248180265,0.23034367118523946,0.44140134476831655,0.33039604197135786,0.29524271946734876,0.2515028156761097,0.2526239779292915,0.3817382933786806,0.3834350610818054,0.3421605810563973,0.2829521043531086,0.25624010138659037
27,0.39036682619927515,0.3026066631558766,0.2520538301107231,0.23068548568662323,0.23077250207707728,0.44209951066664377,0.32975756987292215,0.2944887803652801,0.2516691674513606,0.25271465009657,0.3811948536493446,0.3833108847544718,0.34173480346933766,0.28334411574883245,0.25525778810158395
28,0.3929833989835912,0.3046527630187231,0.25275783758330245,0.23061044975559122,0.23110410028050832,0.44260685516257775,0.32895119732887484,0.29366667499623755,0.2517786317704941,0.2527362267810939,0.38059239489730723,0.3830838758500033,0.3411138424165104,0.2836080055825025,0.25434178430688653
29,0.3953217122823949,0.3065265941574333,0.25342609332983085,0.23056937460828048,0.23135530769912788,0.4429620120763649,0.3280120590434795,0.29280703071821756,0.25185334406415266,0.2527089526607912,0.3799632903507518,0.38279066405347467,0.3403280644284008,0.2837665864729524,0.2535200720077088
30,0.3974036084707959,0.30823980421963393,0.2540753785937377,0.23058061335777116,0.23154182032211285,0.4432004788783624,0.3269725101019054,0.2919375989968845,0.2519134289053838,0.25265118958962224,0.3793365038502833,0.3824640199569597,0.33940603601419916,0.28384073801185594,0.25281687383874824
31,0.39924969083065975,0.3098032895943937,0.25472033035872105,0.23065993324252462,0.23167821968038776,0.44335472007710947,0.32586221613997385,0.29108335590082374,0.2519770670857563,0.25257948445472034,0.378737720588543,0.38213300453811694,0.3383745661609766,0.2838494756376221,0.25225280785141646
32,0.40087936512826805,0.311227224473607,0.25537353615403746,0.23082062655825705,0.2317780043027905,0.4434542706073988,0.3247082435139037,0.2902666025967927,0.25206056269147636,0.2525086370335314,0.3781894778498227,0.38182311863877744,0.33725874883286205,0.28381001950929075,0.2518450423010667
33,0.40231088119198105,0.3125210899133773,0.25604562885979204,0.23107362158981476,0.23185362117223868,0.4435258392183474,0.3235351494700589,0.28950706584497443,0.25217841017950327,0.2524517678509542,0.3777112957496803,0.3815564524435319,0.3360820054702165,0.2837378633804272,0.2516074504342199
34,0.4035613744898988,0.3136937028954,0.25674538151222714,0.23142759354304768,0.23191649718189594,0.44359341186146833,0.3223650723146931,0.2888219984942276,0.2523433614536664,0.2524203860364811,0.37731980797455444,0.3813518349583175,0.3348661274888103,0.28364684347301794,0.25155076527579284
35,0.4046469077075225,0.31475324538834676,0.25747980210901344,0.2318890754766847,0.23197707059133732,0.4436783550787414,0.32121782158369677,0.28822627997733996,0.25256649294078015,0.2524244571813376,0.3770288925213784,0.3812249834890046,0.33363131877899865,0.28354920735136513,0.2516827344163236
36,0.4055825123254161,0.31570729340924786,0.25825422841453793,0.23246256923420763,0.23204482248271613,0.4437995193906848,0.3201109682123434,0.2877325168062803,0.2528572726667614,0.2524724711956227,0.37684980243719535,0.38118865311998434,0.33239623820489744,0.2834556827959823,0.25200827479920074
37,0.40638223019686764,0.31656284608487667,0.25907242276519454,0.23315065637572482,0.23212830821692937,0.4439733426844258,0.31905993470503513,0.28735114306745035,0.2532236273327445,0.25257151016544943,0.3767912965587735,0.3812527861927561,0.3311780421035584,0.28337554667748927,0.2525296275078882
38,0.40705915512555146,0.31732635471313186,0.25993666687467426,0.23395410910984724,0.23223518888978412,0.4442139536017726,0.31807808530504833,0.28709052091693577,0.2536720093911982,0.25272731621008476,0.37685977025222034,0.381424661784513,0.3299924267841471,0.2833166938305075,0.2532465125531535
39,0.4076254744431885,0.3180037518244218,0.26084785663925303,0.23487200122556157,0.2323722627881638,0.44453327492728456,0.3171768161642822,0.2869570410757607,0.25420746412204104,0.2529443593390896,0.37705938615259704,0.3817090451867305,0.3288536710271169,0.2832857059275553,0.25415628366029425
40,0.4080925105872087,0.31860048024304755,0.2618055969430833,0.23590181902410506,0.2325454968461939,0.44494112697634514,0.31636564551300195,0.28695522332513634,0.25483369670875844,0.25322590530945954,0.37739220490353376,0.38210833738375244,0.3277746785833855,0.28328792035294226,0.255254083056366
41,0.4084707626784121,0.31912152214858597,0.2628082964634829,0.23703957225083994,0.23276005810140782,0.4454453309832314,0.3156523038295867,0.28708781700171626,0.2555531393145176,0.25357408348276467,0.37785831589684427,0.3826227245313793,0.3267670206735113,0.2833274990766653,0.2565329962574077
42,0.4087699480986304,0.31957142813727396,0.2638532624762238,0.23827990502712743,0.23302034515091385,0.4460518124891855,0.3150428240102753,0.28735590149284695,0.25636701815828455,0.2539899546822894,0.37845596801214054,0.38325032743545384,0.3258409784868689,0.28340749752830385,0.257984206855671
43,0.4089990440683887,0.31995434628339087,0.26493679566082373,0.2396162067822035,0.23333001960756033,0.4467647047304869,0.314541631538913,0.2877589867318203,0.2572754205909405,0.2544735790501741,0.37918170035644716,0.3839873510304482,0.32500558568082477,0.2835299334709141,0.25959715130684446
44,0.409166329224567,0.3202740512006424,0.2660542849058336,0.24104072318505085,0.23369203755610213,0.4475864520265231,0.3141516346566954,0.2882951136931239,0.25827736217139674,0.25502408390455306,0.38003047300381765,0.3848282338580527,0.32426867087991357,0.283695855874925,0.2613596737172831
45,0.4092794251980606,0.32053397310354403,0.2672003021141288,0.24254466707627584,0.2341086810093666,0.44851791316785955,0.31387431453191755,0.28896095488769585,0.25937085374271185,0.25563973159669673,0.38099579773494596,0.3857657975457611,0.32363690017501445,0.28390541379203316,0.26325818063123363
46,0.4093453381914433,0.32073722686880435,0.26836869700819804,0.24411832939998135,0.23458158936442008,0.4495584648043127,0.31370981542971943,0.2897519148581754,0.2605529685082074,0.256317987368151,0.38206986877678517,0.3867913962854583,0.3231158196225261,0.284157925229098,0.265277795818063
47,0.4093705005566277,0.3208866410967084,0.2695526919354336,0.24575119013564145,0.23511179085873296,0.45070610483302104,0.3136570348818292,0.29066223067415525,0.26181990910758424,0.25705558720787713,0.38324369354215837,0.3878950663120073,0.3227098977435433,0.28445194602203694,0.2674025150594836
48,0.40936081237252714,0.32098478717250084,0.27074497667341996,0.24743202922997712,0.23569973402634714,0.451957555786515,0.3137137138563139,0.29168507242743247,0.26316707469303824,0.25784860570939305,0.38450722336937715,0.3890656753818365,0.3224225680230327,0.28478533870972,0.26961536093678257
49,0.4093216830561546,0.32103400835397755,0.27193780325712347,0.24914903754872886,0.23634531917316656,0.45330836825744547,0.3138765269528984,0.2928126437508696,0.26458912802660906,0.25869252394881403,0.38584948429300664,0.3902910722830751,0.3222562714353507,0.2851553414310514,0.2718985376396586
50,0.4113621282517051,0.32326897478188593,0.2746788478231227,0.2524016621765789,0.23898312398964752,0.45688452003312924,0.31619876381145556,0.29632902873697037,0.2678565997748432,0.2614556080537825,0.39088028408786324,0.39330143210109136,0.32506001321434946,0.28758059781221085,0.2760059571824455
51,0.41147439204508485,0.3235768355579192,0.2752466541186556,0.2536182496923655,0.23975959371763106,0.4582835459312075,0.316115263795085,0.2973631018326206,0.2693568203143735,0.262224544575395,0.3925815825473099,0.39403924462412526,0.32557544865618254,0.2876495384774412,0.2769288192006047
52,0.4109102903216017,0.3235389400278314,0.27530258067027136,0.2546964440839389,0.2404597625553088,0.45975905421060287,0.31641342793041977,0.29863602886038326,0.27090564450772714,0.2628545446279897,0.3938535543939887,0.39460245913662984,0.32629047237513437,0.2877418289373146,0.2782138007789479
53,0.4104726578524677,0.3231882630878381,0.2756105003249914,0.25577720509096447,0.24096585588950137,0.4612997430856797,0.31660289499757244,0.29934309617077903,0.2720302852413283,0.26330303620266,0.3948658686923047,0.394651986502251,0.32648183804299463,0.2875653610904884,0.2794036938669669
54,0.4099203597261707,0.32237998757838676,0.27610966580779395,0.2570190872121176,0.24156109003846885,0.4632569847409506,0.316885842307159,0.3001619830789598,0.2736760039840088,0.26390767589080655,0.39530935798336597,0.39468204715500765,0.3273885917966088,0.2874387871470631,0.2812784918609702
55,0.4092750109342115,0.32157425627825853,0.2764871075399044,0.25790032026991555,0.2423065031679947,0.4654450243483401,0.3170026775254612,0.3010855708153687,0.2749991692022776,0.2645446831110253,0.39532452887101305,0.3946727843074736,0.3283576168135413,0.2873693851453052,0.2830814549302597
56,0.40861050744822114,0.3209757968961841,0.27686114844419,0.25882623960801526,0.2430230114655889,0.46670982647508663,0.3165181059112727,0.302125898870884,0.27642355636494614,0.2649147205561279,0.39550202724838446,0.3952224005028425,0.3285956274068597,0.28785999609297186,0.28494459327974997
57,0.4077921546634951,0.3203330109141778,0.27703035487535166,0.25999912065571423,0.24376131071833376,0.4680724526879966,0.31663580541980024,0.3031372293034589,0.27808276145712657,0.2652543070474953,0.39557841951641154,0.396058279736697,0.3283228130067987,0.2883890987646667,0.28656206032224674
58,0.4069681239186411,0.3194099985805333,0.2773064730465658,0.26098978269340706,0.24441132555542586,0.4696609257190253,0.3164535756359275,0.3044746563940273,0.2794134121096947,0.265774252569996,0.3956815218054891,0.3966659601990547,0.32829256193603107,0.2884716846697603,0.28807385736439284
59,0.40598892133156717,0.3185274613690578,0.2776983626683125,0.261919926727096,0.24505864420878642,0.4708233391487273,0.3169914414969923,0.3053815019327475,0.28057103046857973,0.2665592271139668,0.39630047469542434,0.397538818816297,0.3288272670542418,0.2886799850109185,0.2896174383683276
60,0.4045656755434516,0.31727761355719325,0.277926606654603,0.26259869495221944,0.24604647970036841,0.4723938251765995,0.31717309292363954,0.30661843553268275,0.28210384734463223,0.2675200456095842,0.3967032117089437,0.398399592976898,0.32883616405245947,0.28855096633065486,0.2906362354711506
61,0.40326777451399376,0.3164155187096165,0.27768704655266097,0.263413480834065,0.24712896768001105,0.47393369061379326,0.3177084971610374,0.30814323424532486,0.28332274281459874,0.26855475088984915,0.3980371687104505,0.39933930537000467,0.3292623245750503,0.28851455917111274,0.29173305857091036
62,0.4026219213680342,0.3155538688364776,0.27779337766950873,0.263782822908766,0.24806602233788477,0.475226786482619,0.31848231455025733,0.3094007484218215,0.28441867837456214,0.26935598270842914,0.3992787684231222,0.39995948271942977,0.32982367590617984,0.2892661635346641,0.2926828858837114
63,0.40233620828796185,0.314213415881364,0.27792762313753816,0.2644318901972377,0.24893281593999686,0.4761945001835457,0.3192813159052736,0.3108573853092123,0.2857134642240068,0.27000800088724103,0.4003175833330019,0.39983625974372994,0.3306421947298508,0.28951096382277386,0.2935014666202846
64,0.40164000592803095,0.31331864551015004,0.2782176015798448,0.26486087193986924,0.2502727684750934,0.4776281574926415,0.3201951692092924,0.31165376667416217,0.2872256617482237,0.27042056888515315,0.4007070096192828,0.3997640246265125,0.33179732130217454,0.2896118681612538,0.2943623770837311
65,0.4016130900835912,0.3122467256169718,0.27831143040615575,0.2659373778003369,0.2512967845744422,0.478798179932465,0.3213397162285659,0.31244355853299166,0.2888605592804603,0.27101026072585926,0.4014822656988058,0.3994808970748841,0.33219640507541404,0.2899405259220228,0.29540210265180006
66,0.40182416492682044,0.3114536599758138,0.27856921701579285,0.2669365143111332,0.25238859246220346,0.4793433433496981,0.32282980915184706,0.31318414948977263,0.2903926548126902,0.2718281229801016,0.4018444483334132,0.3993845953897567,0.33273618969120444,0.29050007635953046,0.2956183445029913
67,0.40211769340709697,0.3109331406966245,0.2785916736079383,0.26739119286941526,0.25362960777316934,0.4803698483298294,0.3236811919837736,0.31424111339521293,0.2918816313609,0.27242504685025665,0.4024463657203835,0.3990858273338677,0.33377945226077926,0.2908266477983581,0.296051547165357
68,0.40277932505382674,0.3104674664715819,0.2790082216367759,0.26759768319070554,0.2547865650371699,0.4811542366134959,0.3243371745796766,0.3154602397155352,0.29323705228953145,0.2731842377160243,0.40326250266112906,0.3990721474021087,0.33456978838199736,0.2908350815497997,0.29649777643456066
69,0.4038175375337899,0.3102133338487256,0.27919057762071026,0.2677654591369162,0.25602995465588935,0.4819620016047637,0.3254592623864937,0.31701801347658065,0.29446242307263476,0.2741560932976127,0.40353621190616035,0.39915678554430134,0.33585924384694205,0.2905942190909501,0.2960149631370894
70,0.40489039859963877,0.3101676594748007,0.27957434676704285,0.2682982182286463,0.2573372924492994,0.483421062679821,0.32668888828094594,0.3179539988889742,0.2955187468950031,0.2750271138398475,0.403926205301132,0.3991212899679274,0.33698217763305705,0.29042357254311063,0.295962974442657
71,0.4059026597715597,0.310346274682488,0.28003605590147823,0.26822639027746303,0.25844159407667366,0.48445956320209693,0.3277453777033528,0.31872160979621017,0.2964872479885432,0.27557569187443276,0.40363610496298746,0.3987851394237451,0.33786616090386506,0.29065360726012585,0.29609581886605074
72,0.406908247215803,0.31024050749212456,0.2804226432349276,0.2681788918885821,0.25969495322265923,0.4855055875175875,0.32829608708014796,0.3195444028471699,0.2970339538543574,0.27583079999654864,0.40368350231250527,0.3986598392966039,0.3393050958764332,0.29038175150292894,0.2957143589471576
73,0.4078850128861542,0.31032083551188344,0.2807150978296359,0.2681004062028402,0.26090249949693495,0.4874787454949279,0.3286474042408437,0.32017572951313195,0.2978606665980823,0.2763424480692987,0.4039342214298397,0.3981125118088948,0.3410313254994997,0.2897797734950716,0.29553555720237074
74,0.40909884797558177,0.3104022014567114,0.280863623419045,0.26749201286024227,0.2622712965832142,0.48921084144567956,0.3289625706793061,0.3206801245869652,0.29832806113649935,0.2766475476571022,0.40391112218982417,0.39754213429130913,0.3426752682153506,0.28971624253434813,0.2955295639852863
75,0.4100112354931371,0.31051849942625515,0.28101488860692975,0.26715395085379773,0.26373443009283015,0.4908106609015578,0.32903284215092865,0.32147622226700756,0.2985932079355655,0.2770441873814763,0.4037355506503988,0.39747708542657056,0.344070580674908,0.2895765149331306,0.29525678643886427
76,0.4114711932805975,0.3107822251124974,0.28119515573886544,0.2671678948612031,0.26517861391920455,0.49208417280497346,0.32910104640480187,0.3219935678004637,0.2991200176514661,0.27723082188647435,0.403233607298511,0.3968512155082769,0.34589706145220644,0.2897015577325592,0.29517725112411647
77,0.41308389335540313,0.31086803919339545,0.2820037891127831,0.26713062308868807,0.2663616531855012,0.49294174922226885,0.3298210023228491,0.3219593134755709,0.2994965222706208,0.2778276913215369,0.40304997915807733,0.3957154421363361,0.34819863477838553,0.28968888331893733,0.29544631485927775
78,0.41511015893918685,0.3110437628953507,0.28236931454317676,0.2670759043114029,0.2673258588668337,0.49415914694759727,0.3299781235454567,0.3218327019190743,0.30018742899814765,0.27849976715231095,0.40271616835457247,0.3949822292792552,0.35083161453146744,0.2899542297734868,0.2953478885508512
79,0.41705440862409454,0.3113848732509314,0.2828922049748168,0.2670156572429809,0.2680631714689156,0.4956994975697746,0.33048245690263245,0.32167082403606534,0.30045211152580126,0.2792175444797073,0.403052178929008,0.394496767343531,0.3528215577836189,0.2905641569214051,0.29549098668554696
80,0.4193545821022298,0.31179221136226115,0.28344205477519735,0.2671491442893299,0.2688102768348774,0.49656301130365194,0.33105094255192474,0.3220565315917542,0.30071365354392604,0.2795645849341037,0.40343519278795215,0.39363224870750374,0.3551900269721923,0.29121950831752796,0.2953775160957097
81,0.4216026482036342,0.31235016681659744,0.2840383931453132,0.26695581340527,0.2696616396082944,0.4971321148324864,0.33177245245506615,0.32238120158927314,0.30133289169547955,0.28034793567880845,0.4040308705224657,0.3935736831189638,0.3576023973858261,0.2918342465418923,0.29511255728509356
82,0.4238449541414841,0.31288493526788863,0.2844982553461857,0.266657379075547,0.2705113090326252,0.49818931116766957,0.33274910181799633,0.32272734748464765,0.30189984579285833,0.2810483502900397,0.40400270920773745,0.39332058433117245,0.359604771085815,0.29286128687420204,0.29547474910822547
83,0.42652282252820584,0.313246044264081,0.2849269708073606,0.26658102722710353,0.27100395069234234,0.4992537029482327,0.33401297647446915,0.3233127993683806,0.3021343602173829,0.28187536191131124,0.40455209479397075,0.39305652692951826,0.3615585481090283,0.29377441562229234,0.29551067080834315
84,0.4290912545246265,0.31362467018393897,0.2856143843983199,0.26653211899545354,0.27139916722533436,0.49974365427456413,0.33537409187065287,0.32391708693467236,0.30233471886404434,0.28258501499511685,0.4059721612485703,0.3924661054561915,0.36345477162024215,0.2949016986793408,0.2954268600871628
85,0.4313621651569474,0.3143719782570477,0.2865087728258894,0.26628729243763194,0.27192128539743043,0.500149545115793,0.3364327841847806,0.32409357622910434,0.3029229767507444,0.28328710986870287,0.4074835450778597,0.3918793124896459,0.36494440660511596,0.29602887803041184,0.2951032509589648
86,0.4333408221129091,0.31537255389156016,0.2873513072273242,0.26629433118558055,0.27243672948166026,0.5006415587414169,0.3373396572712648,0.3247198932681023,0.3032035344831321,0.2842175050015099,0.40930124783067773,0.3908965045644214,0.3666864929962784,0.29656665452892883,0.29507164334200897
87,0.43526241575652913,0.31673717753209113,0.2881202373945244,0.2664188561401007,0.2730829763079344,0.5016471332530935,0.3384002858653988,0.3254744257292944,0.3035236670829801,0.284999405307125,0.4105519671204016,0.38976439313103506,0.3688355822550448,0.2976351165481457,0.2945893070558634
88,0.4373632861793812,0.3175926153840149,0.28878488928462254,0.2661243762232169,0.273694127720053,0.5035620725610126,0.3396888340612313,0.3258070161079602,0.30389656651231006,0.2856809097003565,0.4123434089112635,0.3891553485669243,0.3707422986370143,0.29880950861156735,0.2945962681458266
89,0.43981177437168906,0.3182933793373619,0.2893201934233375,0.26587276308829255,0.27419450609153817,0.5058427677691547,0.34083278063043065,0.32624658675998564,0.3041680479399371,0.28631368386465367,0.4141230874438344,0.387714858410814,0.3726179143684148,0.3001358661620643,0.2946006536531389
90,0.44179810612690235,0.31946902307102704,0.28984539216994415,0.26569018303131636,0.2748128164248312,0.5074402525946808,0.3416282019444872,0.326713162876695,0.3041967711372594,0.2867435782031536,0.41589717220292005,0.3868175928940147,0.3744270083264329,0.3013156762821857,0.2945700720501361
91,0.44381343082456254,0.32056456847065823,0.29083017509553044,0.2655066428972416,0.2752398710165409,0.5091374819667329,0.3426582697340207,0.3273280244456013,0.3045676225192198,0.28722313209841366,0.4174314701259103,0.3860834633086882,0.37563248450578873,0.3028199843725707,0.29472948092984436
92,0.446416865696529,0.32164272184631315,0.2913550496719903,0.26516465157924735,0.275341458569794,0.510916453810145,0.3433713769201377,0.3277703331478769,0.304842693477347,0.28787277514240894,0.41926131457848237,0.38544301105567624,0.3768276710291504,0.30398299091315967,0.2952815495200448
93,0.4499376020747709,0.32232317558662993,0.29206152605144536,0.26482186667843294,0.27514187256051265,0.512399511354533,0.3441260693732638,0.32807471128448024,0.30518574446624447,0.2880705934043173,0.4211285269259759,0.3848248895507048,0.37775337744745224,0.3050618756210442,0.29590264665027505
94,0.4530872421912923,0.3232428715579327,0.2930118527532734,0.2649484785798972,0.2751136970322128,0.513709234917815,0.344979681015074,0.32880387270448064,0.3054986334577146,0.28836084934265965,0.4226529863241611,0.38461237826443756,0.37814903656758353,0.306183039183415,0.29665781738116914
95,0.45544560064871503,0.3241669537295499,0.2938801363554218,0.2649485782327771,0.27473523254613746,0.5146473640359964,0.3455335846131297,0.32913807969641823,0.30578889881061183,0.288362727979905,0.4244089779495973,0.38460521324159497,0.37819640980455366,0.30726688328978113,0.297196005220157
96,0.4578239174467086,0.32513171739455216,0.2945819470875164,0.26486838898726994,0.27447318653957586,0.5159406474821464,0.34617620017059264,0.32996401930661495,0.30600175428786125,0.2883629828171469,0.42609784381517335,0.38485197644608055,0.37833615881612137,0.30881002483049347,0.29779879097054396
97,0.45999325662408425,0.32574667298063986,0.2953281417507482,0.26476488272233173,0.27444143395431303,0.516705778687655,0.3470085542219083,0.33042838680722614,0.30639102928988493,0.28817573997499496,0.428494964888414,0.38539549898690184,0.37890670422432354,0.30993469635483084,0.2988278733419046
98,0.4622146857508392,0.32660552670643167,0.29621663468653614,0.26489403824870317,0.2741366518942659,0.5173510518515653,0.34804481879398924,0.3309866568789125,0.3068944241469952,0.2885277600845592,0.43004095190157826,0.38604850454955447,0.37875672620060324,0.3112181873502351,0.3000690097880891
99,0.46468115505883606,0.327441258666778,0.29675024410346423,0.2648257257020236,0.27394626123466426,0.5179761770599669,0.3490004817032135,0.3314601168911394,0.30748490149086743,0.2887811326795306,0.43179179482554164,0.3861146154818168,0.3785736349931524,0.31288334723574635,0.3013082742009764
100,0.4661566487834113,0.3285214549398874,0.2973680498127214,0.26472174783349556,0.2738546717265819,0.5184061882172691,0.35042710757208284,0.33162512540563344,0.3081961789521599,0.2887511035111895,0.4333266853239793,0.3861231219419339,0.378601571288627,0.314036540351738,0.30266299655180456
